	Series1_NHBE_Mock_1	Series1_NHBE_Mock_2	Series1_NHBE_Mock_3	Series1_NHBE_SARS-CoV-2_1	Series1_NHBE_SARS-CoV-2_2	Series1_NHBE_SARS-CoV-2_3
LINC00640	0	4	15	5	5	7
FRMD6-AS2	0	0	0	0	0	0
FRMD6	1593	1595	2772	1308	1483	4246
FRMD6-AS1	0	2	0	0	1	1
GNG2	7	7	16	7	7	33
NID2	27	11	41	12	21	63
PTGDR	0	0	0	0	0	0
PTGER2	5	1	2	1	1	0
TXNDC16	18	26	44	19	7	56
GPR137C	0	0	0	0	0	0
PSMC6	1109	963	1668	909	993	2872
STYX	159	140	288	108	114	368
GNPNAT1	330	357	956	332	325	943
FERMT2	146	136	234	108	132	303
DDHD1	203	193	356	157	143	467
MIR5580	0	0	0	0	0	0
BMP4	38	34	57	17	23	63
CDKN3	91	81	138	48	73	202
GMFB	148	180	531	159	157	403
CGRRF1	45	48	73	38	34	108
SAMD4A	492	515	720	635	599	1842
GCH1	50	42	88	62	64	171
MIR4308	0	0	0	0	0	0
WDHD1	192	165	303	132	109	366
SOCS4	165	175	414	153	182	479
MAPK1IP1L	1575	1468	2269	1360	1345	4260
LGALS3	1421	1400	2423	1473	1194	3658
DLGAP5	140	144	329	96	117	297
FBXO34	426	460	754	361	420	946
ATG14	206	229	431	221	196	558
TBPL2	0	0	0	0	0	0
KTN1-AS1	8	14	23	7	6	15
KTN1	2741	2705	5256	2418	2545	6673
RPL13AP3	0	0	0	0	0	0
LINC00520	144	137	191	104	137	424
PELI2	3	6	5	11	1	6
OTX2	0	0	0	0	0	0
OTX2-AS1	0	0	0	0	0	0
EXOC5	463	504	1208	448	454	1256
AP5M1	179	194	439	171	145	545
NAA30	78	74	197	72	66	186
SLC35F4	1	0	0	0	0	0
ACTR10	602	543	864	495	480	1528
PSMA3	491	382	846	418	470	1379
ARID4A	381	340	723	323	309	866
TOMM20L	0	0	1	0	0	0
TIMM9	140	117	233	113	140	415
KIAA0586	88	122	234	105	91	311
DACT1	2	2	4	1	3	20
DAAM1	1487	1343	2580	1240	1330	3780
GPR135	11	17	4	12	11	36
L3HYPDH	78	72	116	71	65	195
JKAMP	222	253	602	260	190	601
CCDC175	0	0	0	0	0	0
RTN1	0	0	0	0	0	0
LRRC9	0	0	0	1	0	0
DHRS7	2004	1768	2732	1672	1922	5090
PPM1A	481	392	907	390	372	990
C14orf39	4	4	22	4	4	26
SIX6	0	0	0	0	0	0
SIX1	178	177	335	159	193	507
SIX4	169	160	307	122	161	432
MNAT1	377	351	892	375	386	1021
TRMT5	205	227	447	238	232	597
SLC38A6	40	55	86	42	32	101
TMEM30B	389	353	788	305	359	973
PRKCH	389	332	621	317	358	964
FLJ22447	5	1	1	2	3	15
HIF1A	8070	7524	13594	7459	7379	20108
HIF1A-AS2	4	5	0	6	2	14
SNAPC1	415	427	858	358	361	1011
SYT16	15	11	16	5	3	15
LINC00643	0	1	5	1	0	5
KCNH5	0	0	0	0	0	0
RHOJ	1	2	1	0	1	0
GPHB5	0	0	0	0	0	0
PPP2R5E	473	548	1127	443	455	1242
WDR89	104	148	293	136	118	349
SGPP1	90	80	158	59	52	205
SYNE2	1200	1174	1901	1042	1018	3065
ESR2	4	0	0	1	2	6
TEX21P	1	2	3	0	1	0
MTHFD1	1029	771	1437	914	970	2767
AKAP5	0	4	2	4	0	0
ZBTB25	52	46	76	58	59	143
ZBTB1	453	488	997	402	433	1409
HSPA2	94	94	120	99	66	225
PPP1R36	9	3	19	3	8	14
PLEKHG3	1198	1209	1724	1369	1106	3684
SPTB	6	8	0	7	5	19
CHURC1-FNTB	0	0	0	0	0	0
CHURC1	789	763	1568	571	606	1725
GPX2	2137	1803	2803	1752	1503	4858
RAB15	181	171	283	100	107	258
FNTB	16	12	35	15	14	46
MAX	1082	918	1491	834	883	2822
MIR4706	0	0	0	0	0	0
LOC100506321	27	27	10	17	20	67
MIR4708	0	0	0	0	0	0
FUT8	206	216	262	166	184	555
FUT8-AS1	6	1	6	4	0	6
GPHN	182	191	242	136	149	459
FAM71D	0	0	0	0	0	0
MPP5	712	665	1044	602	640	1784
ATP6V1D	911	726	1356	799	830	2288
EIF2S1	1849	1472	2803	1300	1566	4745
PLEK2	981	792	1311	1054	900	2993
TMEM229B	102	105	115	83	66	209
PLEKHH1	111	127	182	104	113	307
PIGH	40	40	58	35	37	91
ARG2	121	99	162	114	129	413
VTI1B	2088	1575	2130	1274	1532	4309
RDH11	2376	2120	3578	2193	2339	6425
RDH12	5	0	2	1	1	5
ZFYVE26	625	484	861	504	500	1719
RAD51B	45	61	77	49	70	140
ZFP36L1	14434	14126	20114	14385	13339	38785
ACTN1	8842	6480	9522	9825	8660	24428
ACTN1-AS1	1	0	0	0	0	1
DCAF5	2478	2204	3231	2074	2099	5672
EXD2	574	518	760	503	510	1390
GALNT16	0	0	0	2	0	0
ERH	663	503	873	374	426	1429
SLC39A9	755	723	1383	661	663	1910
PLEKHD1	0	0	0	1	1	1
CCDC177	0	0	0	1	0	0
LOC100289511	20	36	7	18	20	77
SRSF5	3379	3031	5063	2858	3355	8818
SLC10A1	0	0	0	1	1	0
SMOC1	205	151	271	190	185	487
SLC8A3	1	0	0	1	0	4
ADAM21P1	1	2	2	2	2	7
SYNJ2BP-COX16	0	0	0	0	0	0
COX16	25	27	49	15	12	78
SYNJ2BP	705	668	1249	570	583	1728
ADAM21	25	17	28	18	16	61
ADAM20P1	10	10	6	3	11	20
ADAM20	0	1	2	0	4	0
MED6	264	219	427	192	233	560
TTC9	1131	1008	1514	1139	1133	3488
MAP3K9	513	379	773	463	483	1473
SNORD56B	0	0	0	0	0	0
LOC145474	0	0	0	0	0	0
SIPA1L1	1857	1648	2611	1763	1921	5783
RGS6	0	0	0	0	0	0
DPF3	5	7	13	1	4	7
DCAF4	174	173	280	177	164	437
ZFYVE1	412	352	591	337	346	1052
RBM25	3676	3230	4768	2646	3395	9198
PSEN1	1356	1275	2094	1321	1395	3702
PAPLN	266	362	388	247	236	567
NUMB	2137	1774	2931	1924	1920	5970
HEATR4	2	5	0	1	2	0
ACOT1	7	9	24	9	8	29
ACOT2	84	62	86	67	49	174
ACOT4	3	1	4	2	4	5
ACOT6	0	0	0	0	0	0
DNAL1	95	77	183	53	76	216
PNMA1	869	722	1008	717	808	2133
ELMSAN1	537	589	802	516	475	1320
MIR4505	0	0	0	0	0	0
PTGR2	146	145	271	92	130	294
ZNF410	262	231	416	213	230	670
FAM161B	86	75	107	68	66	180
COQ6	157	120	205	126	135	340
ENTPD5	300	243	319	186	237	643
ALDH6A1	116	103	174	95	73	234
LIN52	50	38	86	40	43	106
VSX2	0	0	0	0	0	0
ABCD4	220	255	347	215	190	557
VRTN	0	0	0	0	0	0
SYNDIG1L	0	0	1	0	0	1
NPC2	1569	1326	2158	1268	1321	3678
MIR4709	0	0	0	0	0	0
ISCA2	119	117	232	85	81	290
LTBP2	2028	1844	2775	2290	1937	6198
FCF1	803	749	1360	627	676	1759
YLPM1	1741	1442	1991	1544	1565	4333
PROX2	0	0	0	1	0	0
DLST	1211	1035	1638	1129	1007	3187
RPS6KL1	14	8	21	21	18	57
PGF	518	486	739	645	468	1648
EIF2B2	672	562	846	606	563	1872
MLH3	116	92	186	93	104	312
ACYP1	46	50	95	35	57	164
ZC2HC1C	25	17	32	11	18	24
NEK9	742	732	1105	564	645	1739
TMED10	2989	2955	4898	2498	2614	7426
FOS	922	972	1344	965	892	2577
JDP2	197	192	297	192	141	409
BATF	26	19	25	16	10	66
FLVCR2	10	3	14	3	5	16
TTLL5	669	583	988	469	478	1537
TGFB3	53	80	84	26	36	89
IFT43	182	158	278	176	165	492
GPATCH2L	195	172	298	152	171	579
ESRRB	2	3	5	1	0	1
VASH1	9	10	11	7	6	8
ANGEL1	321	282	436	213	208	683
IRF2BPL	160	184	284	103	85	278
ZDHHC22	0	0	0	1	0	0
TMEM63C	186	156	231	154	137	446
NGB	0	0	0	0	0	0
MIR1260A	0	0	0	0	0	0
POMT2	331	305	450	308	313	993
GSTZ1	175	185	250	163	150	416
TMED8	46	71	127	62	33	170
SAMD15	19	14	15	14	17	43
NOXRED1	7	4	12	16	8	16
VIPAS39	453	444	691	358	405	1282
AHSA1	2672	2159	3630	2575	2453	7730
ISM2	11	7	11	2	7	19
SPTLC2	843	814	1441	684	781	2387
ALKBH1	98	83	136	94	96	237
SLIRP	451	318	583	419	423	1254
SNW1	2057	1550	2419	1153	1554	4164
C14orf178	4	2	2	2	0	4
ADCK1	64	78	96	57	56	161
NRXN3	1	5	20	6	8	22
DIO2	1	2	4	1	0	4
DIO2-AS1	0	0	0	0	0	0
CEP128	66	73	76	47	72	194
TSHR	0	0	0	0	0	0
GTF2A1	283	321	629	250	254	690
SNORA79	0	0	0	0	0	0
STON2	2858	2798	5081	2174	2240	6903
SEL1L	1387	1196	2231	960	1065	2885
FLRT2	1718	1451	2506	1126	1254	3478
GALC	203	184	360	182	162	497
GPR65	0	0	0	0	0	0
KCNK10	0	0	4	0	1	0
SPATA7	77	75	120	80	78	233
PTPN21	336	292	500	308	312	950
ZC3H14	939	827	1598	808	827	2350
EML5	15	14	18	10	7	42
TTC8	328	325	517	274	249	711
FOXN3	413	441	675	352	358	985
FOXN3-AS1	4	5	26	5	4	19
FOXN3-AS2	0	0	0	0	0	0
EFCAB11	103	120	165	87	91	261
TDP1	278	209	434	233	262	777
KCNK13	0	0	0	0	0	0
PSMC1	2755	2286	4229	1908	2365	6539
NRDE2	231	202	344	174	193	540
CALM1	2912	2654	4867	2569	2772	7686
LINC00642	0	0	0	0	0	0
TTC7B	110	110	200	89	74	258
RPS6KA5	39	54	71	45	44	103
SNORA11B	0	0	0	0	0	0
GPR68	132	122	142	147	118	296
CCDC88C	412	461	631	451	409	1133
CATSPERB	18	12	26	13	18	30
TC2N	272	322	683	301	324	889
FBLN5	19	9	7	7	8	16
TRIP11	562	630	1441	536	539	1496
ATXN3	328	245	334	241	299	687
NDUFB1	318	276	419	211	209	650
CPSF2	1056	990	1766	918	910	2464
SLC24A4	11	2	2	6	9	12
RIN3	185	167	249	172	117	514
LGMN	648	600	840	638	531	1689
GOLGA5	1493	1176	2041	1058	1254	3639
CHGA	0	1	0	3	0	1
ITPK1	612	631	945	709	522	1678
ITPK1-AS1	0	0	0	0	0	0
MOAP1	550	501	829	433	493	1489
TMEM251	54	69	116	52	52	142
UBR7	238	219	363	193	224	584
BTBD7	790	654	1247	611	721	2058
UNC79	1	1	10	2	1	2
COX8C	0	0	0	0	0	0
PRIMA1	1	0	0	0	0	0
FAM181A-AS1	0	0	0	0	0	0
FAM181A	0	0	0	1	0	2
ASB2	71	57	86	97	69	244
OTUB2	365	356	452	434	470	1452
DDX24	3383	2632	4721	2848	3258	9351
IFI27L1	120	118	189	158	133	402
IFI27	50	92	68	394	350	1471
IFI27L2	237	306	421	396	227	689
PPP4R4	165	142	280	138	172	467
SERPINA10	0	1	0	0	0	0
SERPINA6	4	1	7	0	1	4
SERPINA1	80	69	103	89	83	199
SERPINA11	0	0	0	0	0	0
SERPINA9	0	2	0	0	0	0
SERPINA12	0	0	0	0	0	0
SERPINA4	0	0	1	0	0	0
SERPINA5	3	0	1	1	0	0
SERPINA3	1066	977	1132	2339	2707	5454
SERPINA13P	0	0	0	0	0	0
GSC	0	0	0	0	0	0
DICER1	875	808	1515	666	723	2110
MIR3173	0	0	0	0	0	0
DICER1-AS1	21	11	20	10	9	51
CLMN	475	522	733	370	423	1057
SYNE3	4	4	5	6	3	18
SNHG10	11	21	25	19	13	42
SCARNA13	0	0	0	0	0	0
GLRX5	212	204	336	178	139	504
TCL6	0	0	0	0	0	0
TCL1B	0	0	0	0	0	0
TCL1A	0	0	0	0	0	0
C14orf132	42	28	44	25	24	68
BDKRB2	170	122	272	158	164	428
BDKRB1	21	19	29	20	8	85
ATG2B	336	347	620	300	266	850
GSKIP	94	71	188	95	90	216
AK7	2	4	12	3	9	12
PAPOLA	2340	2107	4179	1916	2075	5881
VRK1	122	102	224	110	134	348
C14orf177	0	0	0	0	0	0
BCL11B	78	116	169	76	80	184
SETD3	845	758	1309	662	739	2064
CCNK	1526	1419	1904	1267	1349	3894
CCDC85C	362	308	480	327	271	879
HHIPL1	11	11	7	20	20	42
MIR5698	0	0	0	0	0	0
CYP46A1	0	0	0	1	0	0
EML1	84	61	88	35	52	125
EVL	172	166	233	167	143	491
DEGS2	2	12	0	3	1	22
YY1	932	772	1413	703	752	2339
SLC25A29	180	202	274	172	176	420
MIR345	0	0	0	0	0	0
SLC25A47	0	0	0	0	0	0
WARS	1620	1285	2100	1366	1371	4239
WDR25	65	35	65	53	48	162
BEGAIN	2	0	2	1	0	4
LINC00523	0	0	0	0	0	0
DLK1	0	0	0	0	0	0
MIR2392	0	0	0	0	0	0
MEG3	356	433	583	456	410	1374
MIR770	0	0	0	0	0	0
MIR493	0	0	0	0	0	0
MIR337	0	0	0	0	0	0
MIR665	0	0	0	0	0	0
RTL1	0	0	0	0	0	0
MIR431	0	0	0	0	0	0
MIR433	0	0	0	0	0	0
MIR127	0	0	0	0	0	0
MIR432	0	0	0	0	0	0
MIR136	0	0	0	0	0	0
MEG8	1	0	1	0	0	2
SNORD113-1	0	0	0	0	0	0
SNORD113-2	0	0	0	0	0	0
SNORD113-4	0	0	0	0	0	0
SNORD113-5	0	0	0	0	0	0
SNORD113-6	0	0	0	0	0	0
SNORD113-7	0	0	0	0	0	0
SNORD113-9	0	0	0	0	0	0
SNORD114-1	0	0	0	0	0	0
SNORD114-2	0	0	0	0	0	0
SNORD114-3	0	0	0	0	0	0
SNORD114-4	0	0	0	0	0	0
SNORD114-5	0	0	0	0	0	0
SNORD114-6	0	0	0	0	0	0
SNORD114-7	0	0	0	0	0	0
SNORD114-8	0	0	0	0	0	0
SNORD114-9	0	0	0	0	0	0
SNORD114-10	0	0	0	0	0	0
SNORD114-11	0	0	0	0	0	0
SNORD114-12	0	0	0	0	0	0
SNORD114-13	3	0	1	1	0	0
SNORD114-14	0	0	0	0	0	0
SNORD114-15	0	0	0	0	0	0
SNORD114-16	0	0	0	0	0	0
SNORD114-17	0	0	0	0	0	0
SNORD114-18	0	0	0	0	0	0
SNORD114-19	0	0	0	0	0	0
SNORD114-20	0	0	1	0	0	0
SNORD114-21	0	0	0	0	0	0
SNORD114-22	0	0	0	0	0	0
SNORD114-23	0	0	0	0	0	0
SNORD114-24	0	0	0	0	0	0
SNORD114-25	0	0	0	0	0	0
SNORD114-26	0	0	0	0	0	0
SNORD114-27	0	0	0	0	0	0
SNORD114-28	0	0	0	0	0	0
SNORD114-29	0	0	0	0	0	0
SNORD114-30	0	0	0	0	0	0
SNORD114-31	0	0	0	0	0	0
MIR379	0	0	0	0	0	0
MIR411	0	0	0	0	0	0
MIR299	0	0	0	0	0	0
MIR380	0	0	0	0	0	0
MIR1197	0	0	0	0	0	0
MIR323A	0	0	0	0	0	0
MIR758	0	0	0	0	0	0
MIR329-1	0	0	0	0	0	0
MIR329-2	0	0	0	0	0	0
MIR494	0	0	0	0	0	0
MIR1193	0	0	0	0	0	0
MIR543	0	0	0	0	0	0
MIR495	0	0	0	0	0	0
MIR376C	0	0	0	0	0	0
MIR376A2	0	0	0	0	0	0
MIR654	0	0	0	0	0	0
MIR376B	0	0	0	0	0	0
MIR376A1	0	0	0	0	0	0
MIR300	0	0	0	0	0	0
MIR1185-1	0	0	0	0	0	0
MIR1185-2	0	0	0	0	0	0
MIR381	0	0	0	0	0	0
MIR487B	0	0	0	0	0	0
MIR539	0	0	0	0	0	0
MIR889	0	0	0	0	0	0
MIR655	0	0	0	0	0	0
MIR487A	0	0	0	0	0	0
MIR382	0	0	0	0	0	0
MIR134	0	0	0	0	0	0
MIR668	0	0	0	0	0	0
MIR485	0	0	0	0	0	0
MIR323B	0	0	0	0	0	0
MIR154	0	0	0	0	0	0
MIR496	0	0	0	0	0	0
MIR377	0	0	0	0	0	1
MIR541	0	0	0	0	0	0
MIR409	0	0	0	0	0	0
MIR412	0	0	0	0	0	0
MIR369	0	0	0	0	0	0
MIR410	0	0	0	0	0	0
MIR656	0	0	0	1	0	0
MEG9	5	11	8	7	7	24
DIO3OS	0	0	0	0	0	0
MIR1247	0	0	0	0	0	0
DIO3	0	0	0	0	0	0
LINC00239	0	1	8	1	0	0
PPP2R5C	914	782	1328	680	735	2097
DYNC1H1	10414	8457	14404	9351	9368	27584
HSP90AA1	23963	18763	34816	19647	22549	63927
WDR20	438	332	515	360	376	1004
MOK	138	110	184	122	104	305
ZNF839	185	170	254	148	158	453
CINP	286	258	395	226	248	734
TECPR2	397	390	543	358	288	969
ANKRD9	37	71	86	57	46	126
MIR4309	0	0	0	0	0	0
RCOR1	680	598	1064	561	621	1867
TRAF3	410	348	643	560	475	1378
AMN	0	0	1	3	1	1
CDC42BPB	1890	1742	2473	1837	1573	4813
EXOC3L4	0	0	0	0	0	0
TNFAIP2	294	340	440	988	750	2029
LINC00605	0	1	0	0	0	0
EIF5	2253	2463	4393	1857	1994	5923
SNORA28	2	0	0	0	2	5
MARK3	1291	1114	1692	1155	1242	3484
CKB	381	367	518	522	272	867
TRMT61A	53	50	107	71	32	175
BAG5	799	684	1326	668	673	1911
APOPT1	273	272	453	266	252	781
KLC1	1848	1698	2948	1645	1754	5151
XRCC3	70	47	86	60	53	145
ZFYVE21	681	570	884	623	597	1525
PPP1R13B	408	509	625	404	348	1083
LINC00637	0	0	0	0	0	0
TDRD9	8	8	27	9	7	36
RD3L	0	0	0	0	0	0
ASPG	0	2	0	0	0	0
KIF26A	1	1	2	1	3	5
C14orf180	0	0	0	0	0	0
TMEM179	0	0	0	0	0	0
MIR4710	0	0	0	0	0	0
INF2	946	1036	1346	1168	750	2267
ADSSL1	205	191	330	160	173	420
SIVA1	81	69	100	95	35	152
AKT1	2013	1690	2538	2050	1627	5056
ZBTB42	35	37	37	49	23	95
LINC00638	5	3	2	7	8	6
CEP170B	932	974	1445	1195	737	2527
PLD4	0	0	0	0	0	0
AHNAK2	18219	17435	26167	15568	14410	41970
CDCA4	260	227	454	232	196	687
GPR132	1	5	0	2	0	0
JAG2	486	630	701	647	323	1099
NUDT14	100	125	157	180	84	316
BRF1	189	207	303	230	168	442
BTBD6	299	261	434	319	280	705
PACS2	444	454	634	516	340	1092
TEX22	1	1	0	1	1	7
MTA1	568	573	797	629	462	1489
CRIP2	167	186	231	199	105	319
CRIP1	18	35	20	20	24	60
TMEM121	1	1	2	0	0	0
ELK2AP	0	0	0	0	0	0
ADAM6	0	0	0	0	0	0
LINC00226	0	0	0	0	0	0
LINC00221	0	0	0	0	0	0
CHEK2P2	0	0	0	0	0	0
HERC2P3	85	80	94	86	62	175
GOLGA6L6	0	0	0	0	0	0
GOLGA8CP	0	0	0	0	0	0
NBEAP1	3	0	0	0	2	4
POTEB	0	0	0	0	0	0
NF1P2	0	0	0	0	0	0
LOC646214	2	3	3	3	5	15
CXADRP2	0	0	0	0	0	0
OR4M2	0	0	0	0	0	0
OR4N4	0	0	0	0	0	0
OR4N3P	0	0	0	0	0	0
REREP3	0	0	0	0	0	0
MIR4509-1	0	0	0	0	0	0
MIR4509-2	0	0	0	0	0	0
MIR4509-3	0	0	0	0	0	0
GOLGA8DP	0	0	0	0	0	0
GOLGA6L1	0	0	0	0	0	0
TUBGCP5	294	269	464	258	273	774
CYFIP1	2495	2070	3266	2327	2245	6611
NIPA2	340	309	691	370	351	912
NIPA1	310	314	521	316	324	847
LOC283683	0	0	0	0	0	0
WHAMMP3	24	27	43	14	44	94
HERC2P2	223	220	252	219	240	662
HERC2P7	0	3	1	1	0	0
GOLGA8EP	0	0	0	0	0	0
GOLGA8S	0	0	0	0	0	0
MIR4508	0	0	0	0	0	0
MKRN3	0	0	0	0	0	0
MAGEL2	3	0	0	0	0	0
NDN	172	188	273	165	135	467
PWRN2	0	0	0	0	0	0
PWRN1	0	0	0	0	0	0
NPAP1	0	0	0	0	0	0
SNRPN	3	1	0	2	0	0
SNURF	0	0	0	0	1	0
SNORD107	0	0	0	0	0	0
SNORD64	0	0	0	0	0	0
SNORD108	0	0	0	0	0	0
SNORD109B	0	0	0	0	0	0
SNORD109A	0	0	0	0	0	0
SNORD116-1	4	3	5	1	5	22
SNORD116-2	1	1	0	4	2	2
SNORD116-3	0	0	0	0	0	0
SNORD116-9	0	0	0	0	0	0
SNORD116-4	4	9	5	6	1	30
SNORD116-7	0	0	0	0	0	0
SNORD116-5	0	0	0	0	0	0
SNORD116-6	0	0	0	0	0	0
SNORD116-8	1	0	0	0	0	0
SNORD116-10	0	0	0	0	0	0
SNORD116-11	0	0	0	0	0	0
SNORD116-12	1	0	1	1	0	0
SNORD116-13	0	6	2	0	1	0
SNORD116-14	0	0	0	0	1	5
SNORD116-15	0	0	3	0	0	0
SNORD116-16	1	0	3	0	0	1
SNORD116-19	0	0	0	0	0	0
SNORD116-17	0	0	0	0	0	0
SNORD116-18	1	0	2	0	0	5
SNORD116-20	3	6	3	2	4	8
SNORD116-21	15	10	30	3	8	50
SNORD116-22	2	0	4	3	3	8
SNORD116-23	0	0	0	0	1	9
SNORD116-24	5	5	3	5	7	16
SNORD116-25	0	0	0	0	0	0
SNORD116-26	0	0	0	0	0	0
SNORD116-27	1	0	0	0	2	7
SNORD116-28	2	1	11	2	1	5
SNORD116-29	3	0	0	3	0	0
IPW	188	154	261	154	198	489
SNORD115-1	0	0	0	0	0	0
SNORD115-2	0	0	0	0	0	0
SNORD115-3	0	0	0	0	0	0
SNORD115-4	0	1	0	0	0	0
SNORD115-5	0	0	0	0	0	0
SNORD115-9	0	0	0	0	0	0
SNORD115-12	0	0	0	0	0	0
SNORD115-10	0	0	0	0	0	0
SNORD115-6	0	0	0	0	0	0
SNORD115-7	0	0	0	0	0	0
SNORD115-8	0	0	0	0	0	0
SNORD115-11	0	0	0	0	0	0
SNORD115-29	0	0	0	0	0	0
SNORD115-36	0	0	0	0	0	0
SNORD115-43	0	0	0	0	0	0
SNORD115-13	0	0	0	0	0	0
SNORD115-14	0	0	0	0	0	0
SNORD115-16	0	0	0	0	0	0
SNORD115-17	0	0	0	0	0	0
SNORD115-19	0	0	0	0	0	0
SNORD115-18	0	0	0	0	0	0
SNORD115-15	0	0	0	0	0	0
SNORD115-21	0	0	0	0	0	0
SNORD115-20	0	0	0	0	0	0
SNORD115-22	0	0	0	0	0	0
SNORD115-23	0	0	0	0	0	0
SNORD115-24	0	0	0	0	0	0
SNORD115-25	0	0	0	0	0	0
SNORD115-26	0	0	0	0	0	0
SNORD115-27	0	0	0	0	0	0
SNORD115-28	0	0	0	0	0	0
SNORD115-30	0	0	0	0	0	0
SNORD115-31	0	0	0	0	0	0
SNORD115-32	0	0	0	0	0	0
SNORD115-33	0	0	0	0	0	0
SNORD115-34	0	0	0	0	0	0
SNORD115-35	0	0	0	0	0	0
SNORD115-37	0	0	0	0	0	0
SNORD115-38	0	0	0	0	0	0
SNORD115-39	0	0	0	0	0	0
SNORD115-40	0	0	0	0	0	0
SNORD115-41	0	0	0	0	0	0
SNORD115-42	0	0	0	0	0	0
SNORD115-44	0	0	0	0	0	0
SNORD115-45	0	0	0	0	0	0
SNORD115-47	0	0	0	0	0	0
SNORD115-48	0	0	0	0	0	0
UBE3A	844	962	1969	864	806	2285
ATP10A	15	15	28	21	16	47
MIR4715	0	0	0	0	0	0
GABRB3	42	28	74	43	34	87
GABRA5	0	1	6	2	1	4
GABRG3	0	0	0	0	0	0
OCA2	13	9	20	15	15	31
HERC2	1267	1083	1786	1164	1123	2995
GOLGA8G	0	0	0	0	0	0
GOLGA8F	0	0	0	0	0	0
HERC2P9	35	34	40	33	46	145
WHAMMP2	14	21	17	11	13	29
LOC100289656	0	0	0	0	0	0
APBA2	220	206	321	218	190	578
FAM189A1	0	0	0	1	0	2
TJP1	3738	3226	5362	2929	3170	9266
ULK4P3	0	0	0	0	0	0
GOLGA8T	0	0	0	0	0	0
CHRFAM7A	0	0	0	0	0	2
ULK4P1	0	0	0	0	0	0
ULK4P2	0	0	0	0	0	0
ARHGAP11B	8	6	18	13	12	26
LOC100288637	27	31	48	28	27	74
HERC2P10	0	1	6	1	0	2
FAN1	514	407	766	407	396	1216
MTMR10	267	219	445	166	175	601
TRPM1	0	0	0	0	0	1
MIR211	0	0	0	0	0	0
LOC283710	0	2	6	0	0	0
KLF13	1321	1131	2020	1255	1158	3381
OTUD7A	0	1	0	0	0	0
CHRNA7	0	0	0	0	0	0
WHAMMP1	10	14	15	15	6	43
ARHGAP11A	107	128	280	131	123	388
SCG5	13	11	26	10	10	49
GREM1	0	0	0	0	0	0
FMN1	115	141	209	82	76	265
TMCO5B	0	1	0	0	0	0
RYR3	0	0	0	0	0	5
AVEN	156	134	216	103	124	361
CHRM5	0	0	0	0	1	0
EMC7	663	705	1144	674	650	1675
PGBD4	33	35	55	22	25	78
KATNBL1	44	56	80	53	33	139
EMC4	729	726	1230	725	666	2004
SLC12A6	1039	1086	1564	805	829	2356
NOP10	2470	1892	3147	2067	1993	6956
LPCAT4	676	696	1032	773	623	2104
GOLGA8A	346	401	527	313	319	866
MIR1233-1	0	0	0	0	0	0
MIR1233-2	0	0	0	0	0	0
GOLGA8B	148	186	278	119	125	311
GJD2	0	0	0	0	0	0
ACTC1	0	0	0	0	0	0
AQR	815	720	1439	624	722	2297
ZNF770	469	478	1200	454	456	1089
ANP32AP1	0	0	0	0	4	2
MIR3942	0	0	0	0	0	0
MIR4510	0	0	0	0	0	0
C15orf41	97	85	166	75	97	279
CSNK1A1P1	0	0	0	0	0	0
LOC145845	0	0	0	0	0	0
MEIS2	181	164	303	140	161	443
TMCO5A	0	0	0	0	0	0
SPRED1	193	147	342	192	165	525
FAM98B	378	344	658	333	376	962
RASGRP1	11	2	6	7	15	18
C15orf53	0	0	0	0	0	0
C15orf54	0	0	0	1	0	0
THBS1	23432	19898	32180	21648	21708	67365
FSIP1	11	14	25	10	8	27
GPR176	58	64	123	96	122	236
EIF2AK4	1242	989	1840	982	1011	3059
SRP14	6108	5386	8056	5271	5287	15889
BMF	44	35	26	31	32	49
BUB1B	172	129	246	123	155	363
PAK6	183	221	285	168	136	452
C15orf56	3	0	0	0	0	4
ANKRD63	0	0	0	0	0	0
PLCB2	3	4	5	2	2	22
PHGR1	0	0	0	0	0	0
DISP2	20	22	21	18	12	44
KNSTRN	336	272	465	323	300	941
IVD	302	271	436	269	220	858
BAHD1	409	417	597	375	316	1079
CHST14	91	64	128	69	70	208
MRPL42P5	3	8	11	10	2	14
RPUSD2	85	77	123	56	81	191
RAD51	52	38	88	41	43	144
RMDN3	798	618	859	622	620	1632
GCHFR	12	12	19	19	8	39
DNAJC17	131	116	157	117	114	344
C15orf62	9	9	11	20	20	45
ZFYVE19	355	305	355	335	267	778
PPP1R14D	2	0	0	1	0	0
SPINT1	2184	2443	3601	2563	2288	6958
RHOV	341	321	498	506	436	1372
VPS18	548	495	819	593	503	1581
DLL4	1	0	0	0	2	1
CHAC1	11	17	15	21	10	20
INO80	630	566	774	527	548	1603
EXD1	3	1	0	5	1	1
CHP1	1964	1818	3361	1612	1591	4917
OIP5-AS1	286	212	425	230	194	619
OIP5	15	13	20	6	9	38
NUSAP1	358	319	554	253	321	715
NDUFAF1	578	384	740	434	511	1513
RTF1	1699	1511	2308	1243	1270	3884
ITPKA	1	2	1	2	0	6
LTK	0	0	0	0	1	0
RPAP1	320	298	465	358	281	843
TYRO3	143	105	220	121	114	320
MGA	648	599	1187	505	571	1414
MIR626	0	0	0	0	0	0
MAPKBP1	789	816	1095	758	725	2210
JMJD7-PLA2G4B	0	0	0	0	0	0
JMJD7	20	23	43	28	24	55
PLA2G4B	3	1	7	5	10	12
SPTBN5	17	2	13	9	14	18
