NegControl1	NegControl2	NegControl3	NegControl4	NegControl5	case1.lung1	case1.lung2	case1.lung3	case1.lung4	case2.lung1	case2.lung2	case2.lung3	case3.lung1	case3.lung2	case4.lung1	case4.lung2	case5.lung1	case5.lung2	case5.lung3	case5.lung4	case5.lung5	ENTREZID	ENSEMBL	HGNC_SYMBOL
62	9	50	45	2	131	12	18	1	16	33	33	105	8	16	0	25	2	58	19	49	9679	ENSG00000189319	FAM53B
1	1	1	2	0	2	0	0	0	0	3	1	11	2	0	0	1	0	4	0	6	101927944	NA	FAM53B-AS1
52	17	136	91	17	114	18	7	5	26	35	25	118	15	29	4	40	3	51	27	68	51307	ENSG00000120709	FAM53C
10	5	2	12	0	20	6	4	1	7	6	12	16	2	2	0	3	0	6	5	20	NA	NA	FAM57A
0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	NA	NA	FAM57B
20	2	3	11	6	29	5	2	0	4	5	11	16	4	0	0	8	0	9	7	14	NA	NA	FAM58A
46	9	64	57	31	138	20	35	7	31	17	26	93	41	15	0	36	0	64	18	64	NA	NA	FAM60A
0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	FAM60BP
0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	FAM60CP
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	FAM60DP
54	1	28	20	6	76	7	11	6	26	28	11	109	24	24	1	20	0	29	31	64	NA	NA	FAM63A
227	29	139	143	60	343	84	50	14	49	73	83	217	45	20	0	54	2	185	53	146	NA	NA	FAM63B
0	0	0	1	0	5	0	0	0	0	0	1	9	0	0	0	0	0	0	0	4	NA	NA	FAM64A
431	142	369	234	181	979	187	122	25	148	163	175	492	125	67	1	131	8	303	198	368	NA	NA	FAM65A
85	32	325	142	34	328	73	77	10	14	32	60	193	70	105	0	48	4	186	36	149	NA	NA	FAM65B
48	0	15	31	9	123	46	25	10	5	5	5	79	42	21	0	31	1	72	30	101	NA	NA	FAM65C
0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	100133172	NA	FAM66A
2	0	0	2	0	1	0	0	0	0	2	0	3	0	0	0	1	0	1	3	2	100128890	ENSG00000215374	FAM66B
1	0	1	1	1	2	0	2	0	0	1	1	10	1	2	1	2	0	1	2	3	440078	ENSG00000226711	FAM66C
0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	100132923	NA	FAM66D
0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	100132103	ENSG00000225725	FAM66E
10	2	14	5	1	26	0	5	0	6	9	8	42	0	0	0	10	1	21	11	17	NA	NA	FAM69A
15	1	11	5	0	6	3	2	0	0	2	1	7	2	3	0	0	0	3	8	3	NA	NA	FAM69B
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	149647	ENSG00000162771	FAM71A
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153745	ENSG00000170613	FAM71B
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196472	ENSG00000180219	FAM71C
0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161142	ENSG00000172717	FAM71D
0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	112703	ENSG00000142530	FAM71E1
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84691	ENSG00000135248	FAM71F1
4	0	0	1	0	5	1	1	0	2	7	5	18	3	3	0	4	0	5	0	5	346653	ENSG00000205085	FAM71F2
0	0	0	2	1	5	2	1	0	0	0	4	4	0	0	0	4	0	0	0	2	729533	ENSG00000196550	FAM72A
0	0	1	1	0	12	4	1	1	0	0	1	0	0	0	0	0	0	5	0	6	653820	ENSG00000188610	FAM72B
0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	554282	ENSG00000263513	FAM72C
0	0	0	0	0	10	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	728833	ENSG00000215784	FAM72D
77	12	64	104	21	157	24	16	2	24	56	35	105	16	13	1	25	1	78	41	94	NA	NA	FAM73A
96	4	20	35	1	51	15	3	1	4	19	18	65	32	30	0	13	1	23	24	20	NA	NA	FAM73B
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653123	ENSG00000274516	FAM74A6
55	10	24	33	9	65	5	2	1	16	16	17	49	13	7	0	8	0	24	12	56	199870	ENSG00000009780	FAM76A
31	9	56	24	6	103	16	16	1	25	35	45	92	20	4	0	35	1	98	33	73	143684	ENSG00000077458	FAM76B
10	3	52	6	1	66	14	17	4	21	21	13	101	36	10	0	35	4	51	19	39	286336	ENSG00000126882	FAM78A
4	0	0	3	0	5	0	0	0	1	0	3	1	2	0	0	0	1	1	1	0	149297	ENSG00000188859	FAM78B
3	1	2	5	1	1	0	0	1	1	1	1	1	1	0	0	0	0	5	1	0	145773	ENSG00000157470	FAM81A
2	5	9	1	0	1	0	0	1	0	0	0	0	1	0	0	11	0	3	1	1	153643	ENSG00000153347	FAM81B
0	0	2	13	0	29	2	0	0	13	16	37	10	0	0	0	7	0	3	3	9	84985	ENSG00000147689	FAM83A
0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	100131726	ENSG00000204949	FAM83A-AS1
1	1	0	4	4	0	0	0	0	2	4	5	2	1	0	0	3	1	0	2	4	222584	ENSG00000168143	FAM83B
0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	128876	ENSG00000125998	FAM83C
15	0	2	12	6	25	6	2	4	8	5	8	22	1	3	0	7	1	15	13	22	81610	ENSG00000101447	FAM83D
5	1	1	6	0	21	1	1	0	12	6	12	30	2	8	0	0	3	1	8	8	54854	ENSG00000105523	FAM83E
0	1	10	7	0	0	1	0	0	3	3	1	3	7	1	0	4	0	0	1	4	113828	ENSG00000133477	FAM83F
75	2	18	38	2	35	17	4	0	13	5	11	18	18	3	0	17	1	12	2	22	644815	ENSG00000188522	FAM83G
74	10	7	92	1	50	6	2	2	20	19	26	80	16	24	5	19	0	46	15	45	286077	ENSG00000180921	FAM83H
13	2	2	29	0	14	1	6	1	2	6	6	11	2	1	0	6	0	1	3	12	NA	NA	FAM83H-AS1
5	0	35	21	2	5	1	2	0	9	2	3	20	8	2	0	5	2	8	1	6	NA	NA	FAM84A
44	12	35	36	3	51	5	5	3	13	14	8	92	22	19	1	12	1	43	17	52	NA	NA	FAM84B
0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	105379219	NA	FAM85B
0	0	0	6	0	0	1	0	0	0	0	2	2	0	2	0	0	0	0	0	0	85002	ENSG00000186523	FAM86B1
14	1	5	29	0	5	0	0	0	3	4	4	5	6	0	0	2	0	8	4	9	286042	ENSG00000173295	FAM86B3P
8	0	4	16	1	15	2	1	0	3	6	5	10	2	1	0	0	0	8	1	3	NA	NA	FAM86C1
10	0	1	6	0	7	1	5	0	3	4	1	11	2	1	0	2	0	8	4	1	645332	ENSG00000160172	FAM86C2P
28	1	12	8	1	32	4	3	0	6	4	17	31	3	3	0	3	1	6	2	20	692099	ENSG00000244026	FAM86DP
9	0	2	4	1	2	0	0	1	1	4	1	3	2	0	0	0	0	1	0	0	348926	ENSG00000251669	FAM86EP
2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	653113	NA	FAM86FP
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	387745	NA	FAM86GP
1	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	729375	NA	FAM86HP
1	1	0	3	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	100125556	ENSG00000171084	FAM86JP
1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	157693	ENSG00000182366	FAM87A
1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	2	400728	ENSG00000177757	FAM87B
8	11	23	19	5	67	7	4	1	8	6	8	27	7	3	0	4	0	11	9	22	375061	ENSG00000182118	FAM89A
11	1	6	5	0	13	1	1	1	5	6	1	22	1	6	0	11	0	6	0	6	23625	ENSG00000176973	FAM89B
59	21	114	67	20	175	21	19	7	22	41	29	130	33	7	0	31	0	92	25	70	51439	ENSG00000137414	FAM8A1
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	386726	NA	FAM8A4P
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	114182	NA	FAM8A6P
1	0	4	1	1	1	0	0	0	2	0	2	1	0	2	0	0	1	1	0	3	55138	ENSG00000171847	FAM90A1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	728430	NA	FAM90A20P
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	646508	ENSG00000189348	FAM90A27P
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	100128254	NA	FAM90A28P
0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	729689	NA	FAM90A2P
116	48	122	136	47	354	52	53	6	79	60	100	211	46	16	1	59	2	116	41	143	157769	ENSG00000176853	FAM91A1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	729182	NA	FAM91A3P
42	11	8	34	10	87	6	22	3	14	17	31	36	9	1	0	11	0	28	11	29	NA	NA	FAM92A1
0	1	1	0	0	5	1	0	0	1	7	1	0	1	0	0	1	0	0	0	3	NA	NA	FAM92A1P1
0	0	10	1	0	2	0	0	0	2	1	0	6	2	2	0	1	0	0	1	0	NA	NA	FAM92B
2	1	2	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	100133036	ENSG00000223839	FAM95B1
1	0	1	7	0	0	0	0	0	1	0	1	4	2	0	0	0	0	1	0	5	100289137	ENSG00000283486	FAM95C
39	40	27	55	54	191	34	22	2	36	49	63	120	27	8	0	29	2	86	20	79	NA	NA	FAM96A
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	391174	NA	FAM96AP2
42	7	11	41	12	159	28	13	2	20	17	21	67	21	3	0	29	1	57	17	39	NA	NA	FAM96B
82	8	50	67	16	241	31	39	2	20	32	40	103	34	7	1	43	4	72	37	71	25940	ENSG00000119812	FAM98A
35	12	46	61	9	120	15	7	3	10	46	31	111	25	6	0	19	1	59	17	47	283742	ENSG00000171262	FAM98B
2	1	10	4	2	22	3	15	5	1	5	10	15	15	5	4	11	6	19	8	11	147965	ENSG00000130244	FAM98C
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	171482	ENSG00000183304	FAM9A
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	171483	ENSG00000177138	FAM9B
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	171484	ENSG00000187268	FAM9C
55	2	21	44	5	92	20	17	3	21	26	25	73	24	8	0	25	1	29	25	36	22909	ENSG00000198690	FAN1
33	1	7	14	1	32	8	1	1	9	6	6	37	14	15	4	10	0	22	11	20	2175	ENSG00000187741	FANCA
2	0	5	3	2	11	1	1	0	5	0	2	2	2	0	0	0	0	2	0	7	2187	ENSG00000181544	FANCB
39	3	32	47	2	39	6	7	2	13	6	6	49	4	2	0	12	1	24	17	9	2176	ENSG00000158169	FANCC
9	7	6	15	5	27	3	4	4	12	18	15	76	22	6	0	27	0	48	10	48	2177	ENSG00000144554	FANCD2
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	115795	ENSG00000163705	FANCD2OS
27	3	4	7	1	20	4	2	1	0	3	6	12	7	2	1	3	0	10	5	20	2178	ENSG00000112039	FANCE
9	0	4	12	3	40	9	5	1	6	7	10	25	2	1	0	12	0	7	6	20	2188	ENSG00000183161	FANCF
12	0	4	2	0	14	4	4	2	4	1	8	10	2	9	0	5	0	2	6	10	2189	ENSG00000221829	FANCG
35	13	11	37	7	117	14	12	3	20	10	14	115	37	9	0	44	3	67	12	49	55215	ENSG00000140525	FANCI
18	2	6	8	3	54	9	11	2	25	19	6	42	8	3	0	18	0	16	19	34	55120	ENSG00000115392	FANCL
38	3	13	18	5	32	3	10	1	15	6	13	36	12	2	0	10	0	22	13	33	57697	ENSG00000187790	FANCM
0	2	9	0	1	2	3	1	0	0	10	5	5	4	0	0	4	1	10	0	3	92565	ENSG00000203780	FANK1
72	14	8	47	30	112	7	10	0	14	20	26	92	18	0	0	27	1	50	17	71	2191	ENSG00000078098	FAP
169	38	160	171	92	353	85	78	15	134	88	93	316	61	11	0	65	5	173	59	244	84188	ENSG00000197601	FAR1
2	2	8	3	0	1	0	0	0	1	0	0	3	0	0	0	3	0	2	1	2	106478978	NA	FAR1-IT1
22	5	13	16	3	55	9	19	1	14	9	20	62	22	2	0	12	1	26	11	19	55711	ENSG00000064763	FAR2
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	440905	ENSG00000286058	FAR2P1
0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	1	1	2	1	0	100216479	NA	FAR2P2
321	32	186	156	28	332	77	38	10	46	80	75	288	49	54	6	49	3	113	37	131	10160	ENSG00000152767	FARP1
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100874080	NA	FARP1-AS1
94	24	69	108	7	175	18	22	8	38	32	32	159	44	17	1	28	1	98	34	80	9855	ENSG00000006607	FARP2
23	0	5	16	1	41	13	9	1	9	5	15	46	8	4	1	12	0	21	14	18	10667	ENSG00000145982	FARS2
121	9	27	48	8	142	32	15	8	49	25	47	120	15	21	0	34	1	69	32	69	2193	ENSG00000179115	FARSA
0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	106144598	ENSG00000266975	FARSA-AS1
65	8	16	39	17	67	7	8	5	28	19	20	65	19	8	0	21	0	51	26	45	10056	ENSG00000116120	FARSB
173	39	108	99	31	285	63	59	9	51	56	77	185	19	11	0	52	2	77	34	107	355	ENSG00000026103	FAS
0	0	2	1	0	12	2	3	1	2	0	6	22	4	0	0	3	0	0	3	2	356	ENSG00000117560	FASLG
626	88	167	425	49	532	113	58	13	235	435	558	2396	509	313	15	356	19	517	250	611	2194	ENSG00000169710	FASN
79	3	11	31	2	128	32	7	2	9	19	34	70	24	21	1	16	0	31	11	31	10922	ENSG00000164896	FASTK
37	6	13	10	4	81	12	8	0	13	31	25	68	15	2	0	17	0	50	8	63	79675	ENSG00000138399	FASTKD1
49	4	22	54	14	94	15	30	2	19	25	24	69	11	7	0	12	0	49	20	42	22868	ENSG00000118246	FASTKD2
16	7	5	5	0	12	0	3	0	2	2	5	22	5	5	0	2	0	13	1	13	79072	ENSG00000124279	FASTKD3
53	3	19	29	5	82	5	12	8	13	14	15	66	18	1	0	7	0	31	16	22	60493	ENSG00000215251	FASTKD5
906	100	412	434	122	1032	132	103	24	213	319	351	804	154	53	0	254	8	453	229	674	2195	ENSG00000083857	FAT1
4	2	11	7	0	20	0	1	0	21	15	18	16	7	0	0	28	2	13	20	25	2196	ENSG00000086570	FAT2
174	5	74	3	3	66	12	12	2	10	13	18	26	8	4	0	16	3	16	10	38	120114	ENSG00000165323	FAT3
679	38	344	180	47	762	147	78	28	68	116	145	478	103	36	2	111	6	277	157	267	79633	ENSG00000196159	FAT4
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	89885	ENSG00000147378	FATE1
426	87	218	231	94	817	177	148	43	133	162	217	712	162	106	0	179	5	358	170	362	2197	ENSG00000149806	FAU
0	1	1	3	0	8	1	0	0	0	0	7	19	4	4	0	1	0	0	0	1	140623	NA	FAUP1
1	0	1	5	0	20	3	3	0	1	3	5	7	0	3	0	0	1	4	2	0	84553	ENSG00000146267	FAXC
57	3	93	38	31	204	31	16	8	44	65	60	201	50	19	0	33	2	93	53	114	10826	ENSG00000170271	FAXDC2
11	1	7	11	0	33	7	1	5	4	10	10	8	0	7	0	2	0	5	5	4	85302	ENSG00000188878	FBF1
121	20	59	66	18	200	44	39	11	31	29	54	154	19	35	2	51	10	90	57	112	2091	ENSG00000105202	FBL
152	7	113	106	14	142	56	9	3	44	45	62	156	22	73	1	24	6	93	73	141	54751	ENSG00000162458	FBLIM1
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	345630	ENSG00000188573	FBLL1
718	67	382	371	191	3259	271	429	79	277	265	353	845	170	262	11	296	22	776	691	648	2192	ENSG00000077942	FBLN1
309	17	43	121	55	697	50	64	19	68	107	156	185	32	18	0	62	3	190	162	199	2199	ENSG00000163520	FBLN2
352	47	456	178	35	640	79	98	16	79	111	144	315	64	26	0	59	3	222	137	153	10516	ENSG00000140092	FBLN5
0	1	9	1	2	3	1	2	0	1	2	1	9	3	2	0	4	0	5	15	6	129804	ENSG00000144152	FBLN7
1252	145	292	322	255	3438	307	422	70	198	318	414	1251	259	160	0	349	6	960	585	860	2200	ENSG00000166147	FBN1
18	5	3	6	2	14	3	0	1	8	5	9	8	4	2	0	6	0	8	2	8	2201	ENSG00000138829	FBN2
2	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	3	0	84467	ENSG00000142449	FBN3
19	38	23	3	5	57	4	6	0	20	49	35	117	18	23	1	26	1	19	28	59	2203	ENSG00000165140	FBP1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	100420269	ENSG00000237743	FBP2P1
200	66	151	136	20	364	91	52	18	80	63	111	326	75	105	4	86	13	194	96	123	64319	ENSG00000156860	FBRS
138	7	108	79	12	153	38	24	5	38	32	39	147	34	58	3	72	3	69	50	85	57666	ENSG00000112787	FBRSL1
27	3	15	17	1	24	8	4	1	22	8	17	38	6	16	0	10	4	10	11	21	54850	ENSG00000127452	FBXL12
3	0	4	5	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	3	222235	ENSG00000161040	FBXL13
29	0	14	19	1	162	43	20	2	4	2	11	20	2	5	0	8	0	16	2	15	144699	ENSG00000171823	FBXL14
14	1	1	4	0	7	0	0	0	2	5	4	10	4	11	0	0	0	3	0	3	79176	ENSG00000107872	FBXL15
3	0	4	1	1	4	1	0	1	3	1	1	18	2	3	0	0	0	6	0	2	146330	ENSG00000127585	FBXL16
32	16	22	24	7	68	15	3	1	6	8	17	86	19	8	2	22	1	29	22	34	64839	ENSG00000145743	FBXL17
21	0	20	9	0	31	9	4	1	7	7	8	42	12	3	1	3	1	4	5	22	80028	ENSG00000155034	FBXL18
57	3	41	23	3	63	22	9	2	15	21	16	48	16	19	3	20	3	28	10	20	54620	ENSG00000099364	FBXL19
19	3	4	4	1	21	5	5	2	2	2	6	5	1	2	0	5	1	5	2	10	283932	ENSG00000260852	FBXL19-AS1
7	5	2	37	0	35	0	3	0	19	5	12	32	2	1	0	3	0	12	4	12	25827	ENSG00000153558	FBXL2
69	39	125	111	42	259	35	36	7	60	90	81	185	35	21	2	47	2	115	62	125	84961	ENSG00000108306	FBXL20
2	0	0	0	0	4	0	0	0	0	0	1	1	0	1	0	0	0	2	0	3	283807	ENSG00000197361	FBXL22
158	31	173	128	50	348	38	60	12	72	48	74	254	45	33	0	65	3	178	86	172	26224	ENSG00000005812	FBXL3
27	14	44	71	30	162	18	21	1	32	51	60	102	18	8	0	25	2	44	7	75	26235	ENSG00000112234	FBXL4
148	48	259	145	74	581	91	124	8	134	101	108	421	90	56	3	99	6	254	69	278	26234	ENSG00000118564	FBXL5
12	1	4	3	0	13	3	2	0	2	2	2	14	4	6	0	1	0	9	2	6	26233	ENSG00000182325	FBXL6
41	9	52	19	7	177	33	15	4	8	17	7	37	18	6	0	22	0	14	23	33	23194	ENSG00000183580	FBXL7
4	1	2	8	0	6	3	0	0	8	8	6	12	1	2	0	2	1	7	1	10	55336	ENSG00000135722	FBXL8
10	1	2	14	2	20	2	1	0	1	1	1	9	5	4	0	1	0	3	8	7	26267	ENSG00000147912	FBXO10
156	39	164	106	31	499	55	67	13	81	81	68	254	63	15	1	80	1	229	82	268	80204	ENSG00000138081	FBXO11
0	0	5	0	0	3	0	0	0	0	0	0	7	0	0	0	0	0	1	0	2	201456	ENSG00000141665	FBXO15
0	0	1	2	4	2	1	0	0	7	4	1	9	3	3	0	3	0	1	0	3	157574	ENSG00000214050	FBXO16
27	1	12	9	1	22	3	1	2	1	3	5	12	16	3	2	4	0	11	3	9	115290	ENSG00000269190	FBXO17
133	18	112	108	21	288	40	41	12	59	57	85	181	36	21	0	66	3	98	42	142	NA	NA	FBXO18
11	0	2	2	1	38	14	2	0	3	12	5	14	7	4	0	4	1	8	6	5	26232	ENSG00000116661	FBXO2
111	16	66	65	11	228	32	17	6	37	49	56	178	36	21	1	36	1	85	50	97	23014	ENSG00000135108	FBXO21
60	16	41	135	12	74	19	18	4	37	55	59	128	30	11	1	39	1	88	28	95	26263	ENSG00000167196	FBXO22
2	0	1	1	0	3	0	0	0	0	2	0	5	0	1	0	0	0	0	0	0	26261	ENSG00000106336	FBXO24
46	10	55	32	17	129	18	16	4	20	17	34	140	26	8	0	27	1	54	32	52	26260	ENSG00000147364	FBXO25
6	0	0	1	0	5	1	1	0	2	1	0	8	2	1	0	0	1	8	4	2	126433	ENSG00000161243	FBXO27
58	34	47	56	16	132	21	14	7	27	24	29	102	10	8	0	29	0	40	11	88	23219	ENSG00000143756	FBXO28
84	21	98	74	23	239	33	33	4	52	49	43	134	39	35	1	58	2	87	40	110	26273	ENSG00000110429	FBXO3
73	22	52	73	22	141	26	21	4	24	43	39	120	25	9	0	40	1	84	27	95	84085	ENSG00000118496	FBXO30
54	2	48	51	11	168	32	17	5	19	13	25	38	16	16	0	21	12	42	42	36	79791	ENSG00000103264	FBXO31
29	12	73	78	57	240	37	6	4	58	54	54	118	18	13	0	101	2	270	194	184	114907	ENSG00000156804	FBXO32
25	2	28	23	9	55	7	8	4	22	14	16	36	7	4	0	6	0	38	10	18	254170	ENSG00000165355	FBXO33
34	11	58	73	20	139	11	11	4	25	28	39	103	19	6	0	16	1	31	19	49	55030	ENSG00000178974	FBXO34
0	1	6	11	0	6	0	0	0	0	2	6	4	3	3	0	7	0	6	3	6	130888	ENSG00000153832	FBXO36
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100874344	NA	FBXO36-IT1
95	26	119	106	19	207	34	48	5	76	76	71	256	60	17	1	57	4	112	60	142	81545	ENSG00000145868	FBXO38
0	0	0	0	0	1	0	2	0	0	0	0	1	2	1	0	0	0	0	0	0	162517	ENSG00000177294	FBXO39
31	0	9	5	2	27	1	0	1	4	3	4	28	7	1	0	10	0	17	4	11	26272	ENSG00000151876	FBXO4
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	51725	ENSG00000163833	FBXO40
3	2	5	4	0	10	0	2	0	10	3	5	16	6	10	1	7	1	17	3	3	150726	ENSG00000163013	FBXO41
75	11	63	49	11	145	24	22	3	22	35	57	80	23	11	0	19	0	44	39	104	54455	ENSG00000037637	FBXO42
1	0	0	0	0	2	2	0	0	0	0	1	11	1	0	0	4	0	0	1	0	286151	ENSG00000156509	FBXO43
40	3	21	24	0	37	13	11	2	3	14	22	47	11	19	1	11	2	24	20	34	93611	ENSG00000132879	FBXO44
37	5	24	25	16	93	13	7	2	5	28	10	49	4	4	0	8	0	25	10	31	200933	ENSG00000174013	FBXO45
38	6	32	16	2	58	17	9	2	6	6	21	61	4	12	0	8	0	23	20	18	23403	ENSG00000177051	FBXO46
0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	494188	ENSG00000204952	FBXO47
1	1	13	10	1	20	1	4	0	6	1	6	14	1	2	1	1	2	10	3	11	554251	ENSG00000204923	FBXO48
12	5	10	12	3	66	6	13	0	6	8	6	36	17	1	1	9	0	34	6	32	26271	ENSG00000112029	FBXO5
3	3	0	4	1	67	15	10	3	1	7	4	29	6	2	0	3	1	11	3	12	26270	ENSG00000116663	FBXO6
122	60	236	204	62	372	75	72	11	84	106	132	340	66	30	0	54	6	194	63	141	25793	ENSG00000100225	FBXO7
16	3	18	17	4	93	23	19	4	14	9	11	39	15	3	0	10	1	31	7	30	26269	ENSG00000164117	FBXO8
135	9	77	52	14	151	37	20	6	42	67	70	220	52	28	1	34	2	117	42	107	26268	ENSG00000112146	FBXO9
0	1	0	2	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	10517	ENSG00000171931	FBXW10
70	18	88	48	7	178	32	16	11	36	24	32	134	19	7	0	31	2	75	24	67	23291	ENSG00000072803	FBXW11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	54099	ENSG00000230870	FBXW11P1
0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	285231	ENSG00000164049	FBXW12
145	65	138	171	34	331	45	43	6	69	72	105	285	52	26	0	66	4	138	72	135	26190	ENSG00000119402	FBXW2
137	25	111	72	18	137	11	30	7	22	36	38	121	25	55	9	39	9	57	38	77	6468	ENSG00000107829	FBXW4
16	4	27	6	5	11	4	3	0	5	2	7	9	8	14	1	7	0	6	3	8	26226	ENSG00000230701	FBXW4P1
185	9	33	56	3	184	49	21	9	20	40	50	135	40	40	1	28	5	57	35	64	54461	ENSG00000159069	FBXW5
159	38	200	150	40	452	78	81	20	69	84	99	332	96	37	4	102	6	177	71	200	55294	ENSG00000109670	FBXW7
57	11	36	26	3	74	13	12	2	14	19	30	101	18	9	1	22	0	28	10	38	26259	ENSG00000174989	FBXW8
3	1	0	1	0	6	0	0	0	0	1	1	1	0	1	0	3	0	1	1	0	84261	ENSG00000132004	FBXW9
0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	83953	ENSG00000162897	FCAMR
8	2	83	20	8	15	3	3	0	5	6	11	51	7	16	0	6	0	54	12	43	2204	ENSG00000186431	FCAR
17	130	94	82	89	425	21	107	6	143	93	119	260	83	23	0	114	3	217	65	246	2207	ENSG00000158869	FCER1G
3	0	1	0	1	0	0	1	0	1	2	0	0	1	1	0	0	0	2	0	0	2208	ENSG00000104921	FCER2
69	24	44	86	19	155	20	24	5	47	43	24	140	18	5	1	20	2	93	41	74	51077	ENSG00000119616	FCF1
2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	100422533	NA	FCF1P1
0	0	3	6	0	13	0	1	0	0	0	6	5	1	0	0	4	0	1	1	1	101060195	NA	FCF1P2
1	3	0	7	0	0	0	0	0	1	1	0	5	0	0	0	1	1	0	2	0	106479045	ENSG00000220392	FCF1P5
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	100422535	NA	FCF1P6
1	0	0	1	0	1	0	0	0	1	1	1	0	3	1	0	0	1	0	1	5	100422536	NA	FCF1P7
0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	100422531	NA	FCF1P8
11	2	21	12	4	20	2	3	0	8	8	10	31	8	12	2	7	1	9	13	3	8857	ENSG00000275395	FCGBP
1	6	14	9	0	95	14	27	0	11	7	1	17	5	2	0	5	0	13	7	3	2209	ENSG00000150337	FCGR1A
0	0	1	0	1	19	0	13	0	0	1	0	9	1	0	1	2	0	2	3	0	2210	ENSG00000198019	FCGR1B
1	2	0	0	0	13	2	8	1	0	0	0	3	0	0	0	0	0	0	0	1	NA	NA	FCGR1C
