#NAME	Case1	Case2	Case3	Case4	Case5	NegCtrl1	NegCtrl2	NegCtrl3	NegCtrl4	NegCtrl5
#CLASS_CvsI	Infected	Infected	Infected	Infected	Infected	Control	Control	Control	Control	Control
CH507-39O4.1	0	0	0	0	0	0	0	0	0	0
CH507-39O4.2	0	0	0	0	0	0	0	0	0	0
CH507-39O4.3	0	0	0	0	0	0	0	0	0	0
CH507-42P11.1	0	0	0	0	0	0	0	0	0	0
CH507-42P11.2	0	0	0	0	0	0	0	0	0	0
CH507-42P11.3	0	0	0	0	0	0	0	0	0	0
CH507-42P11.5	0	0	0	0	0	0	0	0	0	0
CH507-42P11.6	0	0	0	0	0	0	0	1	0	0
CH507-42P11.7	0	0	0	0	0	0	0	0	0	0
CH507-42P11.8	55	51	22	0	24	18	12	21	7	7
CH507-513H4.1	5	1	3	0	3	0	0	0	1	0
CH507-513H4.3	0	0	1	1	3	0	0	0	0	0
CH507-513H4.4	0	0	0	0	0	0	0	0	0	0
CH507-513H4.5	358	156	493	168	786	40	199	61	78	65
CH507-513H4.6	11	0	9	4	10	0	2	0	4	0
CH507-528H12.1	0	0	0	0	1	0	0	0	0	0
CH507-9B2.2	0	0	0	0	0	0	0	0	0	0
CH507-9B2.3	3	4	6	6	17	6	0	0	0	0
CH507-9B2.4	2	0	0	0	0	0	0	0	0	0
CH507-9B2.5	6	3	1	0	6	8	0	2	8	1
CH507-9B2.8	0	0	0	0	0	0	0	0	0	0
CH507-9B2.9	11	4	6	0	6	0	0	1	4	0
CHAC1	60	0	20	0	17	11	0	1	12	1
CHAC2	23	8	20	1	16	16	4	1	7	6
CHAD	3	7	28	1	28	6	0	5	8	5
CHADL	0	2	1	0	3	0	0	0	0	0
CHAF1A	124	49	85	27	167	59	7	19	16	3
CHAF1B	32	12	25	0	48	20	2	1	15	1
CHAMP1	271	144	142	7	207	59	27	44	64	13
CHAT	0	0	0	0	0	0	0	0	0	0
CHCHD1	60	26	52	11	60	5	1	8	17	1
CHCHD10	339	61	75	12	146	60	21	15	53	13
CHCHD2	438	200	237	33	331	130	30	38	93	38
CHCHD2P1	0	0	0	0	0	0	0	0	0	0
CHCHD2P11	2	1	2	0	4	2	0	3	0	0
CHCHD2P2	1	0	0	0	1	0	0	0	0	0
CHCHD2P3	0	0	0	0	0	0	0	0	0	0
CHCHD2P4	0	0	0	0	0	0	0	0	0	0
CHCHD2P5	0	0	0	0	0	0	0	0	0	0
CHCHD2P6	5	3	3	0	0	0	0	0	0	0
CHCHD2P7	0	0	0	0	0	0	0	0	0	0
CHCHD2P8	0	0	1	0	0	0	0	0	0	0
CHCHD2P9	0	0	1	0	0	0	0	0	0	0
CHCHD3	374	105	172	15	239	105	15	72	101	44
CHCHD3P1	0	0	1	0	0	0	0	0	0	0
CHCHD3P2	1	0	0	0	0	0	0	0	0	0
CHCHD3P3	3	0	4	0	0	0	0	0	1	0
CHCHD4	96	25	23	1	37	28	10	23	9	2
CHCHD4P2	0	0	3	0	0	0	0	0	0	0
CHCHD4P3	0	0	0	0	0	0	0	0	0	0
CHCHD4P4	0	0	0	0	0	0	0	0	0	0
CHCHD4P5	1	0	1	0	0	0	0	0	4	0
CHCHD5	19	16	21	5	17	1	0	3	1	5
CHCHD6	41	18	33	2	32	25	2	4	1	0
CHCHD7	69	60	91	15	115	21	11	21	25	3
CHD1	1243	651	577	37	918	301	69	479	365	80
CHD1L	307	160	163	8	293	135	24	87	78	17
CHD2	2290	948	1617	115	2031	648	92	890	649	206
CHD3	3093	1065	1328	173	2077	630	37	446	312	120
CHD4	1838	1175	1752	217	2309	860	120	477	518	134
CHD5	9	0	6	0	4	7	0	5	0	0
CHD6	1231	382	577	57	877	209	30	235	181	46
CHD7	633	280	404	49	620	237	21	261	209	39
CHD8	1117	458	822	67	1018	375	37	283	256	38
CHD9	1306	758	977	45	1435	551	92	466	312	128
CHDH	15	6	9	4	6	28	0	6	11	0
CHEK1	56	58	42	3	82	18	4	1	20	0
CHEK2	54	29	38	2	45	11	0	10	10	2
CHEK2P2	0	0	0	0	0	0	0	0	0	0
CHEK2P3	0	0	0	0	0	0	0	0	0	0
CHEK2P4	0	0	0	0	0	0	0	0	0	0
CHEK2P5	0	0	0	0	0	0	0	0	0	0
CHERP	227	128	180	40	194	115	8	87	81	8
CHFR	302	248	315	52	473	197	21	158	144	22
CHGA	6	14	2	0	1	0	0	0	0	0
CHGB	8	5	4	0	1	0	1	0	1	0
CHI3L1	137	217	329	66	979	65	23	78	81	49
CHI3L2	186	15	18	4	144	24	16	77	12	19
CHIA	0	1	3	1	0	1	0	0	0	0
CHIAP1	0	0	0	0	0	0	0	0	0	0
CHIAP2	0	0	0	1	0	7	1	1	0	0
CHIAP3	0	0	0	0	0	0	0	0	0	0
CHIC1	72	61	77	19	88	25	5	22	20	7
CHIC2	208	38	68	14	102	56	12	71	30	6
CHID1	162	63	94	8	101	47	5	13	37	3
CHIT1	29	52	51	4	19	2	0	1	5	1
CHKA	124	71	187	14	215	64	9	20	69	13
CHKB	30	8	18	4	22	14	3	7	9	0
CHKB-AS1	0	1	3	2	1	0	0	0	1	0
CHKB-CPT1B	7	2	3	1	2	3	0	0	1	0
CHL1	264	61	64	8	138	18	2	63	32	10
CHL1-AS1	2	0	0	0	1	0	0	0	0	0
CHL1-AS2	1	0	1	0	3	0	0	0	0	1
CHM	210	95	156	5	246	53	15	59	56	10
CHML	131	56	84	3	123	76	12	17	43	18
CHMP1A	149	95	174	21	144	84	17	53	45	2
CHMP1AP1	0	0	0	0	0	0	0	0	0	0
CHMP1B	148	240	165	15	220	68	19	78	75	12
CHMP1B2P	4	2	6	6	2	1	1	0	2	0
CHMP2A	600	257	389	35	560	169	28	99	73	70
CHMP2B	170	103	152	23	204	50	35	65	30	33
CHMP3	302	186	274	24	354	140	73	91	60	53
CHMP4A	39	15	19	0	51	17	3	11	8	1
CHMP4B	866	286	567	40	647	157	50	194	145	71
CHMP4BP1	43	23	16	1	6	14	1	5	6	0
CHMP4C	51	8	42	6	30	3	1	2	4	1
CHMP5	795	230	311	14	500	105	27	68	108	37
CHMP6	43	47	65	12	91	36	7	2	16	7
CHMP7	346	118	186	43	235	86	13	60	41	15
CHN1	119	49	66	5	167	46	2	17	29	15
CHN2	109	39	50	3	64	32	1	12	4	2
CHODL	2	0	0	1	1	0	0	0	0	0
CHODL-AS1	0	0	1	0	1	0	0	0	0	0
CHORDC1	6353	325	248	6	357	201	32	350	230	216
CHORDC2P	0	0	1	0	0	0	0	0	0	0
CHP1	608	334	424	70	510	143	89	117	183	100
CHP2	2	0	0	0	1	0	0	0	0	0
CHPF	235	111	131	29	211	104	12	20	62	4
CHPF2	150	142	138	26	202	137	21	39	93	10
CHPT1	227	65	96	12	147	37	16	57	45	11
CHRAC1	76	65	54	8	120	52	12	39	14	19
CHRD	34	10	15	12	33	19	1	17	11	0
CHRDL1	2230	99	404	17	454	273	87	283	116	51
CHRDL2	25	3	1	0	8	3	1	2	0	1
CHRFAM7A	0	0	1	0	3	0	0	0	0	0
CHRM1	4	1	11	1	7	0	0	1	0	0
CHRM2	3	1	6	0	10	9	0	3	5	0
CHRM3	14	2	16	1	12	0	0	1	3	3
CHRM3-AS1	0	0	0	0	0	0	0	0	0	0
CHRM3-AS2	1	1	3	0	8	0	1	0	1	0
CHRM4	0	0	0	1	1	0	0	0	0	0
CHRM5	0	1	3	0	3	3	0	0	3	0
CHRNA1	0	0	0	1	0	0	0	0	0	0
CHRNA10	6	0	3	0	10	5	0	1	1	0
CHRNA2	1	0	0	0	9	0	0	0	1	0
CHRNA3	27	0	1	1	1	0	0	0	0	0
CHRNA4	0	2	0	0	0	0	0	0	0	0
CHRNA5	53	1	2	1	6	1	0	0	2	0
CHRNA6	0	0	0	0	0	0	0	0	0	0
CHRNA7	2	0	0	0	0	0	0	0	0	0
CHRNA9	0	0	1	0	0	0	0	0	0	0
CHRNB1	37	7	20	0	20	8	6	2	6	5
CHRNB2	7	5	4	1	0	0	0	0	0	0
CHRNB3	0	0	0	0	0	0	0	0	0	0
CHRNB4	0	0	0	0	0	0	0	0	0	0
CHRND	0	0	0	0	1	0	0	0	1	0
CHRNE	2	1	0	1	15	4	0	4	1	0
CHRNG	3	0	3	1	1	0	1	1	5	0
CHST1	5	16	15	4	15	9	0	0	7	1
CHST10	48	15	27	2	26	5	0	1	12	1
CHST11	536	240	251	28	307	63	60	162	90	51
CHST12	125	82	138	39	150	34	9	62	38	7
CHST13	0	2	2	0	0	1	0	0	0	0
CHST14	24	21	16	10	30	16	4	3	18	1
CHST15	490	348	249	46	464	244	52	235	154	50
CHST2	99	50	49	22	85	129	6	12	76	2
CHST3	242	141	92	21	165	121	14	85	92	6
CHST4	0	0	8	2	2	0	0	1	2	0
CHST5	1	0	1	0	3	4	0	0	1	0
CHST6	11	16	24	0	21	12	0	22	10	0
CHST7	18	14	11	4	23	1	0	10	5	2
CHST8	3	0	0	0	0	0	1	0	0	0
CHST9	3	20	7	1	21	2	1	22	2	1
CHSY1	465	269	257	13	368	141	63	220	221	42
CHSY3	25	23	10	4	16	12	1	2	3	1
CHTF18	34	10	19	14	59	51	1	8	15	1
CHTF8	300	142	181	9	202	75	13	51	51	15
CHTF8P1	0	0	0	0	0	0	0	0	0	0
CHTOP	384	153	211	25	314	77	36	126	87	19
CHUK	187	80	124	13	244	58	16	42	62	20
CHURC1	499	214	270	11	358	111	71	89	192	28
CHURC1-FNTB	0	0	0	0	1	0	0	0	0	0
CIAO1	326	195	264	27	366	157	20	96	94	14
CIAPIN1	97	57	53	21	108	50	8	16	28	3
CIAPIN1P	0	1	0	0	0	0	0	0	0	0
CIART	22	1	6	0	6	0	3	3	3	1
CIB1	92	68	111	9	144	34	10	30	35	10
CIB2	9	4	2	0	3	2	0	2	0	0
CIB3	0	0	0	0	0	0	0	0	0	0
CIB4	1	0	0	0	0	0	0	0	0	0
CIC	698	428	645	120	759	461	35	299	257	24
CICP1	0	0	0	0	0	0	0	0	0	0
CICP10	0	0	0	0	0	0	0	0	0	0
CICP11	0	0	0	2	0	0	0	0	0	0
CICP12	0	0	0	0	0	0	0	0	0	0
CICP13	0	0	2	0	1	0	0	0	0	0
CICP14	112	85	106	7	81	40	2	37	33	1
CICP16	2	7	0	0	2	1	0	7	1	0
CICP17	0	0	0	0	0	0	0	0	0	0
CICP18	0	0	0	0	1	0	0	0	0	0
CICP19	0	0	0	0	0	0	0	0	0	0
CICP2	0	0	0	0	0	0	0	0	0	0
CICP20	0	0	0	1	1	0	0	0	1	0
CICP22	1	4	0	0	4	0	0	0	0	0
CICP23	1	0	1	1	0	0	0	0	0	0
CICP24	0	0	0	0	0	0	0	0	0	0
CICP26	0	0	0	0	0	1	0	0	0	0
CICP27	4	0	4	0	1	1	0	2	1	0
CICP3	2	0	0	0	1	0	0	0	0	0
CICP4	0	0	0	0	1	1	0	1	0	0
CICP5	0	0	0	0	0	0	0	0	0	0
CICP6	0	0	0	0	0	0	0	0	0	0
CICP7	1	0	1	0	0	0	0	0	0	0
CICP8	0	0	1	0	0	1	0	0	0	0
CICP9	0	0	0	0	0	0	0	0	0	0
CIDEA	0	0	0	1	2	0	0	0	0	0
CIDEB	1	1	0	0	0	0	0	0	0	0
CIDEC	0	0	1	0	2	0	0	0	0	0
CIDECP	23	10	7	5	22	6	0	6	19	1
CIITA	2462	436	713	53	817	86	46	141	81	8
CILP	84	62	51	1	76	10	1	1	4	4
CILP2	7	32	9	1	3	1	0	0	0	1
CINP	60	40	45	4	63	28	0	7	24	6
CIPC	96	63	59	4	118	41	13	44	30	5
CIR1	546	196	354	17	389	73	65	133	84	33
CIR1P1	1	1	2	0	4	0	0	0	0	0
CIR1P2	0	0	0	0	0	0	0	0	0	0
CIR1P3	0	0	0	0	0	0	0	0	0	0
CIRBP	254	365	793	129	837	191	81	187	209	45
CIRBP-AS1	4	1	1	0	2	0	1	0	5	0
CIRH1A	85	93	73	8	147	65	14	20	31	11
CISD1	90	43	28	0	66	27	1	10	16	7
CISD1P1	0	0	0	0	0	0	0	0	0	0
CISD2	143	67	76	7	93	27	6	11	23	5
CISD3	82	35	37	7	47	46	16	9	33	3
CISH	166	157	122	25	154	90	20	13	157	29
CISTR	0	0	0	0	0	0	0	0	0	0
CIT	118	80	290	18	243	40	12	8	14	7
CITED1	0	1	0	0	0	0	0	0	0	0
CITED2	300	215	396	66	416	277	72	169	223	48
CITED4	4	6	10	7	15	6	0	3	1	0
CITF22-1A6.3	1	0	0	0	1	0	0	0	3	0
CITF22-24E5.1	0	0	0	0	0	0	0	0	0	0
CITF22-49D8.1	0	0	5	0	1	0	1	0	1	0
CITF22-49E9.3	4	2	0	0	1	1	0	0	0	0
CITF22-62D4.1	1	0	0	0	0	0	0	0	0	0
CITF22-92A6.1	3	1	6	2	5	0	0	0	0	0
CITF22-92A6.2	1	1	3	0	1	0	0	0	1	0
CIZ1	664	320	513	67	762	502	22	148	172	29
CKAP2	141	91	258	4	234	39	9	12	37	17
CKAP2L	58	31	71	2	55	13	3	2	7	2
CKAP2P1	0	0	0	0	0	0	0	0	0	0
CKAP4	655	300	356	40	403	226	55	91	216	37
CKAP5	884	401	614	28	979	298	28	166	234	50
CKB	78	80	170	21	127	81	1	22	43	1
CKBP1	0	0	0	0	0	0	0	0	0	0
CKLF	16	13	23	2	15	1	1	10	2	1
CKLF-CMTM1	1	2	4	1	2	1	1	0	1	0
CKM	1	0	1	0	6	0	0	0	0	0
CKMT1A	0	0	3	0	2	0	0	0	1	0
CKMT1B	1	1	2	0	7	1	0	0	5	0
CKMT2	8	2	4	0	5	4	2	1	4	1
CKMT2-AS1	22	24	47	3	66	1	4	6	23	0
CKS1B	72	12	37	2	40	4	0	8	0	1
CKS1BP3	0	0	0	0	0	0	0	0	0	0
CKS1BP5	0	0	0	0	0	0	0	0	0	0
CKS1BP6	0	0	0	0	0	0	0	0	0	0
CKS1BP7	0	0	0	0	0	0	0	0	0	0
CKS2	165	64	80	1	97	11	3	2	14	2
CLASP1	880	347	464	35	799	246	46	215	179	44
CLASP2	508	319	313	18	458	145	29	164	150	34
CLASRP	265	107	206	60	348	151	5	106	69	8
CLC	2	1	0	0	1	0	0	0	0	0
CLCA1	2	0	1	0	0	0	0	0	0	0
CLCA2	0	86	44	0	92	0	0	0	2	1
CLCA3P	0	1	0	0	1	0	0	0	0	0
CLCA4	0	1	2	0	25	0	0	0	0	0
CLCC1	145	81	154	6	162	50	6	35	39	6
CLCF1	17	13	11	4	21	9	2	7	14	2
CLCN1	0	0	0	0	0	3	0	0	0	0
CLCN2	8	9	1	5	20	8	5	1	11	1
CLCN3	330	263	428	21	477	186	21	136	118	46
CLCN3P1	3	0	0	1	0	0	0	0	0	0
CLCN4	61	15	26	3	42	19	5	3	14	7
CLCN5	133	38	88	1	99	45	13	37	34	30
CLCN6	279	111	111	25	171	131	10	74	39	25
CLCN7	277	111	194	42	304	110	17	52	106	14
CLCNKA	0	0	1	0	2	0	2	0	0	0
CLCNKB	0	0	0	0	1	0	0	0	0	0
CLCP1	0	0	3	0	0	0	0	0	1	0
CLCP2	0	0	0	0	0	0	0	0	0	0
CLDN1	49	44	74	2	111	19	2	12	27	9
CLDN10	1	1	0	0	9	0	0	4	0	0
CLDN10-AS1	0	0	0	0	0	0	0	0	0	0
CLDN11	52	4	21	2	36	14	2	10	2	14
CLDN12	216	65	53	1	132	39	13	19	119	31
CLDN14	5	3	0	1	3	0	1	0	3	0
CLDN15	61	9	20	14	22	32	4	3	18	0
CLDN16	0	0	1	0	3	0	0	1	1	0
CLDN17	0	0	0	0	0	0	0	0	0	0
CLDN18	199	132	319	22	55	51	26	85	8	3
CLDN19	2	0	0	1	0	0	0	1	0	0
CLDN2	0	1	8	0	1	0	1	0	1	0
CLDN20	7	2	7	0	2	6	1	1	2	1
CLDN22	0	0	0	0	0	0	0	0	0	0
CLDN23	25	13	36	2	21	5	2	5	6	4
CLDN24	0	0	0	0	0	0	0	0	0	0
CLDN25	0	0	0	0	0	0	0	0	0	0
CLDN3	9	3	24	1	7	9	0	5	2	2
CLDN4	160	72	154	17	103	42	9	7	72	2
CLDN5	439	118	161	97	621	174	22	185	135	38
CLDN6	0	0	2	0	0	0	0	0	0	0
CLDN7	161	78	70	29	111	28	11	4	39	4
CLDN8	0	0	3	1	0	0	0	1	0	0
CLDN9	5	0	0	0	2	2	0	0	2	0
CLDND1	367	205	182	7	273	70	27	81	74	35
CLDND2	4	3	8	0	4	1	0	4	0	0
CLEC10A	93	17	11	2	19	2	5	1	0	2
CLEC11A	46	36	49	9	78	21	1	3	5	2
CLEC12A	23	98	127	0	134	5	4	19	8	7
CLEC12B	1	1	1	0	4	0	0	5	0	0
CLEC14A	208	114	234	66	320	62	5	36	44	19
CLEC16A	411	205	309	39	383	199	13	104	150	16
CLEC17A	1	0	2	1	11	0	0	0	0	0
CLEC18A	1	0	2	1	1	1	0	1	0	0
CLEC18B	2	0	0	0	0	0	0	0	0	0
CLEC18C	0	0	0	0	0	0	0	0	0	0
CLEC19A	0	0	0	0	0	0	0	1	0	0
CLEC1A	100	26	27	1	49	9	2	38	12	3
CLEC1B	32	8	38	0	56	1	0	2	2	1
CLEC2A	0	0	0	0	0	0	0	0	0	0
CLEC2B	787	109	226	7	241	60	16	108	48	36
CLEC2D	143	72	205	4	172	20	1	85	15	5
CLEC2L	1	0	0	0	2	0	0	0	0	0
CLEC3A	0	0	0	0	0	0	1	0	0	0
CLEC3B	508	177	328	29	129	14	0	19	20	14
CLEC4A	8	7	11	0	14	2	6	5	3	9
CLEC4C	0	0	0	0	0	0	0	0	0	0
CLEC4D	17	11	7	1	10	1	1	12	3	1
CLEC4E	121	112	42	7	124	10	12	34	7	15
CLEC4F	0	1	0	0	0	0	0	0	0	0
CLEC4G	3	1	2	3	1	4	1	2	0	1
CLEC4GP1	0	0	0	0	1	0	0	0	0	0
CLEC4M	3	0	27	1	5	0	1	4	1	0
CLEC5A	288	31	30	5	32	13	3	30	9	9
CLEC6A	4	0	6	0	1	0	0	0	0	0
CLEC7A	115	151	126	13	308	53	76	174	41	28
CLEC9A	1	0	3	0	1	0	1	5	0	0
CLECL1	10	1	2	0	18	0	0	0	0	0
CLGN	1	4	15	2	20	0	1	1	0	14
CLHC1	16	33	31	1	55	14	2	11	15	3
CLIC1	1207	555	825	130	1327	286	122	381	319	124
CLIC1P1	0	0	1	0	0	0	0	0	0	0
CLIC2	1316	127	190	7	269	56	35	69	210	41
CLIC3	25	33	58	10	12	7	2	2	0	0
CLIC4	2665	858	1168	93	2228	957	335	1445	611	345
CLIC4P1	1	1	1	0	1	0	0	0	4	0
CLIC4P2	0	0	0	0	0	0	0	0	0	0
CLIC4P3	0	0	0	0	0	0	0	0	0	0
CLIC5	1495	239	318	69	373	133	25	256	52	9
CLIC6	50	30	58	2	85	8	16	50	8	7
CLINT1	1035	516	930	71	1147	262	72	281	260	87
CLIP1	2220	593	933	71	1459	556	116	559	494	131
CLIP1-AS1	2	6	3	1	10	1	2	4	6	1
CLIP2	723	123	170	68	331	333	17	83	103	9
CLIP3	207	76	192	10	326	115	30	43	46	30
CLIP4	346	141	184	14	352	105	35	88	79	46
CLK1	3791	718	1096	49	1628	490	72	860	285	216
CLK2	223	143	163	25	298	99	4	77	72	4
CLK3	622	227	359	43	410	203	25	152	149	31
CLK3P2	1	0	0	0	1	0	0	0	0	0
CLK4	542	227	284	10	503	71	14	74	52	23
CLLU1	0	0	0	0	2	0	0	0	0	0
CLLU1OS	0	0	1	0	0	0	0	0	0	0
CLMN	347	133	175	23	316	87	32	209	80	25
CLMP	931	215	156	25	359	226	34	66	172	36
CLN3	125	69	51	28	93	46	3	18	10	4
CLN5	42	26	53	8	43	15	2	11	14	0
CLN6	31	34	55	7	70	31	7	6	17	7
CLN8	180	119	143	22	139	95	21	67	59	14
CLNK	2	6	2	1	28	0	1	1	0	0
CLNS1A	442	231	313	11	436	121	22	88	99	34
CLNS1AP1	0	0	0	0	0	0	0	0	0	0
CLOCK	546	195	198	8	364	177	33	156	124	64
CLP1	37	47	45	1	78	18	2	9	16	1
CLPB	128	54	85	8	132	78	4	17	32	5
CLPP	126	60	47	2	125	52	4	19	22	1
CLPS	0	0	0	0	0	0	0	0	0	0
CLPSL1	0	0	0	0	0	0	0	0	0	0
CLPSL2	0	0	0	0	0	0	0	0	0	0
CLPTM1	679	265	303	44	451	200	12	69	170	15
CLPTM1L	603	276	349	69	413	179	20	88	127	13
CLPTM1LP1	0	0	0	0	0	0	0	0	0	0
CLPX	315	240	326	33	511	131	45	92	134	49
CLRN1	0	0	0	0	0	0	0	0	0	0
CLRN1-AS1	0	1	0	0	0	0	0	0	0	0
CLRN2	0	0	0	0	0	0	0	0	0	0
CLRN3	0	0	0	0	0	0	0	0	0	0
CLSPN	147	40	127	9	194	56	5	3	10	6
CLSTN1	1368	650	761	80	930	344	54	198	264	39
CLSTN2	33	11	29	5	101	20	1	23	3	1
CLSTN2-AS1	0	0	0	0	0	0	0	0	0	0
CLSTN3	302	149	339	35	286	123	8	63	83	8
CLTA	464	252	344	42	485	185	36	90	119	55
CLTB	416	142	207	65	373	145	19	55	112	18
CLTC	3345	1849	2261	189	2862	1081	268	529	733	331
CLTCL1	34	31	37	6	70	31	4	7	23	0
CLU	7427	967	2027	359	5195	656	128	491	621	245
CLUAP1	145	97	87	5	153	45	15	48	38	10
CLUH	122	63	142	64	227	194	11	34	115	6
CLUHP1	0	0	0	0	0	0	0	0	0	0
CLUHP2	0	0	0	0	0	0	0	0	0	0
CLUHP3	45	17	53	14	63	17	1	7	12	1
CLUHP4	0	0	0	0	0	0	0	0	0	0
CLUHP5	0	0	0	0	0	0	0	0	0	0
CLUL1	2	4	4	0	1	1	1	0	0	0
CLVS1	1	1	1	0	0	0	0	0	0	0
CLVS2	0	0	0	0	0	0	0	0	1	0
CLYBL	19	4	10	4	30	7	0	2	7	4
CLYBL-AS1	0	0	0	0	1	0	0	1	0	0
CLYBL-AS2	1	0	0	1	0	0	1	0	4	0
CMA1	1	0	2	0	1	0	0	0	0	0
CMAHP	261	107	123	12	190	31	10	59	30	9
CMAS	78	43	54	11	89	26	3	16	15	6
CMB9-14B22.1	0	0	0	0	0	0	0	0	0	0
CMB9-22P13.1	14	3	7	0	4	1	0	1	14	0
CMB9-22P13.2	0	0	0	0	0	0	0	0	1	0
CMB9-52H4.1	0	1	0	0	0	1	0	0	0	0
CMB9-55A18.1	29	15	9	1	28	12	4	11	18	5
CMB9-55F22.1	3	1	10	1	13	4	1	1	4	0
CMB9-94B1.2	0	0	0	0	0	3	0	0	2	0
CMBL	105	74	76	1	66	61	5	4	10	13
CMC1	108	48	57	2	84	28	4	18	18	10
CMC2	117	32	57	3	52	16	18	10	18	7
CMC4	0	0	0	0	0	0	0	0	0	0
CMIP	984	334	527	90	738	155	78	184	160	49
CMKLR1	197	118	247	18	250	56	50	39	18	17
CMP21-97G8.1	0	0	0	0	0	0	0	0	0	0
CMP21-97G8.2	0	0	0	0	0	0	0	0	0	0
CMPK1	570	414	399	32	743	244	106	254	174	115
CMPK2	228	8	48	15	72	20	7	12	63	2
CMSS1	116	44	30	5	90	45	7	35	19	5
CMTM1	32	6	14	1	13	5	0	3	3	0
CMTM2	5	2	0	2	1	0	0	0	0	0
CMTM3	122	71	99	9	91	45	10	48	33	10
CMTM4	159	84	89	18	144	94	17	39	74	26
CMTM5	11	1	10	0	10	0	0	1	1	0
CMTM6	443	311	445	39	561	80	137	165	138	61
CMTM7	222	86	94	5	110	56	14	27	32	9
CMTM8	10	13	52	3	25	11	1	13	7	10
CMTR1	350	144	274	54	372	189	8	90	125	14
CMTR2	122	92	129	11	141	56	13	67	64	25
CMYA5	239	40	98	7	111	22	4	19	54	11
CNBD1	0	0	0	0	0	0	0	0	0	0
CNBD2	1	0	0	0	1	0	0	0	0	0
CNBP	2197	839	1052	77	1741	509	250	654	571	343
CNDP1	0	1	0	0	1	0	0	0	0	0
CNDP2	1435	512	721	83	831	248	85	166	278	61
CNEP1R1	56	28	43	5	55	1	7	16	15	15
CNFN	0	5	0	1	0	0	0	0	0	0
CNGA1	1	0	2	0	0	0	0	0	3	0
CNGA2	0	0	0	1	0	0	0	0	0	0
CNGA3	1	0	0	1	1	0	1	1	3	0
CNGA4	1	2	2	1	2	1	0	0	1	1
CNGB1	0	1	0	0	0	0	0	0	0	0
CNGB3	0	0	1	0	2	0	0	0	0	0
CNIH1	291	149	149	1	260	58	21	68	97	34
CNIH2	0	0	0	0	0	2	0	0	1	0
CNIH3	5	4	3	3	6	2	0	5	2	2
CNIH4	221	93	117	3	174	24	14	31	51	7
CNKSR1	53	41	69	11	71	31	1	5	17	1
CNKSR2	42	6	13	2	23	34	0	13	3	1
CNKSR3	375	37	74	8	102	60	12	68	54	23
CNN1	243	67	154	21	191	125	15	121	19	9
CNN2	952	511	757	92	729	300	94	189	177	41
CNN2P1	0	0	2	0	0	0	0	0	0	0
CNN2P10	0	0	0	0	0	0	0	0	0	0
CNN2P11	0	0	0	0	0	0	0	0	0	0
CNN2P12	0	0	0	0	0	0	0	0	0	0
CNN2P2	0	0	0	0	0	0	0	0	0	0
CNN2P3	0	0	0	1	0	0	0	0	0	0
CNN2P4	0	0	1	0	1	0	0	0	0	0
CNN2P6	0	0	0	0	0	0	0	0	0	0
CNN2P7	0	0	0	0	0	0	0	0	0	0
CNN2P8	0	0	0	0	0	0	0	0	0	0
CNN2P9	0	1	0	0	3	0	1	0	0	0
CNN3	2495	862	760	85	1584	609	165	588	463	97
CNN3P1	0	0	0	0	0	0	0	0	0	0
CNNM1	3	2	1	0	0	3	0	0	2	1
CNNM2	195	39	77	16	89	40	13	80	53	14
CNNM3	103	68	74	14	117	42	2	44	19	6
CNNM4	172	54	74	9	108	48	4	29	60	2
CNOT1	1693	652	936	33	1258	437	102	322	433	95
CNOT10	145	43	90	6	164	43	10	26	38	6
CNOT10-AS1	1	1	0	0	2	0	1	0	0	0
CNOT11	169	103	164	10	176	56	26	48	69	12
CNOT2	567	313	343	22	452	179	50	228	125	71
CNOT3	438	212	310	40	348	215	8	124	87	16
CNOT4	498	161	196	20	324	113	18	78	78	32
CNOT4P1	0	0	0	0	0	0	0	0	0	0
CNOT6	302	165	188	10	276	107	20	86	95	15
CNOT6L	593	287	299	11	438	104	43	244	108	61
CNOT6LP1	5	3	0	0	4	1	0	5	1	0
CNOT7	336	151	155	9	232	65	27	53	69	25
CNOT7P1	0	0	0	0	1	0	0	0	0	0
CNOT7P2	0	0	0	0	0	0	0	0	0	0
CNOT8	497	269	249	18	292	130	49	177	91	62
CNP	327	132	202	37	243	120	12	62	94	6
CNPPD1	117	86	183	42	155	59	20	46	47	9
CNPY1	0	0	1	0	0	0	0	0	0	0
CNPY2	14	8	36	6	49	18	2	7	35	6
CNPY3	491	229	200	20	291	81	7	73	101	12
CNPY4	92	55	69	5	99	31	4	10	12	2
CNR1	15	6	7	0	93	14	6	5	14	22
CNR2	2	0	0	1	17	0	0	1	0	0
CNRIP1	113	47	39	3	89	25	4	28	17	14
CNST	342	96	234	8	392	90	12	62	105	38
CNTD1	13	4	10	1	5	2	2	1	7	0
CNTD2	0	1	0	1	0	0	0	0	0	0
CNTF	2	0	2	0	0	0	0	0	2	0
CNTFR	5	4	2	0	10	3	0	7	0	1
CNTFR-AS1	0	0	0	0	1	0	0	1	0	0
CNTLN	274	147	135	10	295	84	25	68	32	35
CNTN1	6	9	14	2	13	10	3	7	3	1
CNTN2	2	0	6	1	3	2	0	1	2	0
CNTN3	7	5	1	0	12	3	0	5	1	0
CNTN4	47	12	23	1	82	20	6	7	10	5
CNTN4-AS1	0	1	0	0	0	0	0	0	0	0
CNTN4-AS2	0	0	0	0	1	0	0	0	0	0
