	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21
FBXW4P1	16	4	27	6	5	11	4	3	0	5	2	7	9	8	14	1	7	0	6	3	8
FBXW5	185	9	33	56	3	184	49	21	9	20	40	50	135	40	40	1	28	5	57	35	64
FBXW7	159	38	200	150	40	452	78	81	20	69	84	99	332	96	37	4	102	6	177	71	200
FBXW8	57	11	36	26	3	74	13	12	2	14	19	30	101	18	9	1	22	0	28	10	38
FBXW9	3	1	0	1	0	6	0	0	0	0	1	1	1	0	1	0	3	0	1	1	0
FCAMR	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
FCAR	8	2	83	20	8	15	3	3	0	5	6	11	51	7	16	0	6	0	54	12	43
FCER1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCER1G	17	130	94	82	89	425	21	107	6	143	93	119	260	83	23	0	114	3	217	65	246
FCER2	3	0	1	0	1	0	0	1	0	1	2	0	0	1	1	0	0	0	2	0	0
FCF1	69	24	44	86	19	155	20	24	5	47	43	24	140	18	5	1	20	2	93	41	74
FCF1P1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FCF1P10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCF1P2	0	0	3	6	0	13	0	1	0	0	0	6	5	1	0	0	4	0	1	1	1
FCF1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCF1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCF1P5	1	3	0	7	0	0	0	0	0	1	1	0	5	0	0	0	1	1	0	2	0
FCF1P6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FCF1P7	1	0	0	1	0	1	0	0	0	1	1	1	0	3	1	0	0	1	0	1	5
FCF1P8	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
FCF1P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCGBP	11	2	21	12	4	20	2	3	0	8	8	10	31	8	12	2	7	1	9	13	3
FCGR1A	1	6	14	9	0	95	14	27	0	11	7	1	17	5	2	0	5	0	13	7	3
FCGR1B	0	0	1	0	1	19	0	13	0	0	1	0	9	1	0	1	2	0	2	3	0
FCGR1C	1	2	0	0	0	13	2	8	1	0	0	0	3	0	0	0	0	0	0	0	1
FCGR2A	78	238	287	172	164	1162	84	149	20	301	164	229	391	58	32	0	132	2	382	146	356
FCGR2B	5	10	17	9	1	121	17	25	6	4	22	21	34	6	6	0	13	1	40	15	28
FCGR2C	16	21	36	9	3	331	28	50	2	23	41	29	109	28	8	0	9	0	23	17	81
FCGR3A	55	372	250	127	37	1999	96	228	34	211	180	182	717	159	11	0	141	2	193	118	269
FCGR3B	22	12	214	37	2	432	51	93	12	48	12	91	172	37	1	0	7	0	47	2	29
FCGRT	188	31	75	97	23	347	55	24	3	100	73	136	384	93	169	7	161	6	175	114	238
FCHO1	11	0	17	2	0	69	8	15	1	3	3	11	48	7	3	0	4	1	9	10	17
FCHO2	102	92	145	211	77	424	69	71	17	152	192	179	395	90	19	0	105	1	215	161	336
FCHSD1	58	4	57	48	5	120	17	23	2	8	18	34	100	23	15	1	33	0	59	27	49
FCHSD2	228	13	252	100	39	509	121	88	18	61	116	134	374	133	25	1	72	8	225	100	206
FCN1	45	10	179	8	36	476	68	70	10	69	27	55	580	143	39	0	105	3	153	55	185
FCN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FCN3	51	22	298	71	26	379	85	48	16	54	149	141	301	111	170	12	60	1	41	37	93
FCRL1	0	0	1	1	0	3	1	0	0	0	1	1	5	2	3	0	2	0	35	1	7
FCRL2	0	1	3	1	0	8	1	1	2	1	0	0	1	1	2	0	2	4	46	2	8
FCRL3	0	1	18	0	0	5	0	0	0	1	6	2	14	6	0	0	1	0	18	2	9
FCRL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
FCRL5	0	1	26	38	0	272	60	23	19	2	10	30	157	46	25	0	31	1	84	16	33
FCRL6	2	0	5	0	0	19	7	2	0	0	1	0	8	4	0	0	4	0	1	0	2
FCRLA	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	9	0	4
FCRLB	4	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
FDCSP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	51	116	1
FDFT1	165	35	121	102	137	759	87	86	15	74	64	112	479	111	63	1	182	9	391	153	396
FDPS	82	10	61	57	38	323	59	73	6	28	28	36	248	33	34	1	76	2	148	59	124
FDPSP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
FDPSP2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
FDPSP3	3	0	1	0	1	7	3	4	1	1	1	0	2	2	0	0	1	0	1	1	4
FDPSP4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FDPSP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDPSP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDPSP7	0	0	0	6	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
FDPSP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDX1	12	6	23	29	9	83	9	15	1	16	20	13	76	17	8	0	20	1	24	13	19
FDX1L	2	0	1	1	0	12	0	0	0	0	5	2	4	1	1	0	1	0	0	3	3
FDX1P1	1	0	1	1	0	14	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1
FDX1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FDXACB1	1	0	0	1	1	0	0	0	0	2	5	1	4	4	3	0	0	0	2	0	1
FDXR	16	2	7	35	8	9	0	4	0	8	11	22	49	5	14	0	13	0	13	10	28
FECH	27	15	33	18	8	26	5	1	1	12	14	25	106	23	6	0	20	2	31	10	41
FECHP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEM1A	17	2	4	15	1	18	4	1	0	1	4	1	14	0	6	1	9	3	8	4	10
FEM1AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEM1AP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEM1AP3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
FEM1AP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEM1B	177	45	155	191	72	356	58	64	6	77	105	84	174	47	3	0	47	3	165	83	132
FEM1C	112	38	100	185	58	380	73	63	5	54	55	56	134	34	19	0	34	4	98	43	115
FEN1	36	3	10	14	0	36	7	7	1	3	2	4	45	18	3	0	16	0	24	6	19
FEN1P1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FENDRR	66	2	152	46	4	407	78	40	12	16	39	30	251	96	24	1	47	2	86	56	200
FER	161	24	145	103	23	378	39	37	7	57	59	67	199	35	3	0	43	2	122	44	132
FER1L4	3	1	43	72	1	59	14	3	2	4	14	17	95	31	50	0	19	3	37	15	36
FER1L5	2	0	1	4	1	5	3	0	0	2	2	1	5	8	2	0	1	0	1	1	3
FER1L6	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2
FER1L6-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FER1L6-AS2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FERD3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FERMT1	3	1	0	17	1	9	1	0	0	9	4	23	26	2	1	0	6	0	5	2	6
FERMT2	457	62	328	198	62	765	111	126	29	107	113	133	393	64	53	2	95	3	257	139	267
FERMT3	110	17	75	35	18	87	17	14	1	47	46	39	251	87	55	0	58	3	113	38	128
FERP1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FES	105	8	51	69	4	218	31	34	4	59	82	97	105	27	27	1	66	3	92	45	123
FETUB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEZ1	144	11	65	66	13	247	34	37	6	27	36	36	127	10	17	0	13	0	75	42	61
FEZ2	156	27	90	96	34	225	43	39	2	49	47	62	205	54	13	1	51	1	124	54	115
FEZF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEZF1-AS1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEZF2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	1	1	0	0
FFAR1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FFAR2	3	1	36	2	0	8	4	2	1	0	1	2	8	1	3	0	0	0	7	1	3
FFAR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FFAR4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
FGA	10	7	3	20	4	14	2	2	1	0	7	6	5	1	1	0	0	1	4	4	5
FGB	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0	6	0	1	0	1
FGD1	29	1	18	22	1	45	10	6	3	5	13	10	37	7	8	0	5	1	15	11	21
FGD2	189	40	134	38	7	279	36	49	10	54	50	60	115	37	66	1	73	1	156	37	144
FGD3	49	11	61	27	8	152	30	42	11	38	36	49	156	53	20	0	33	0	79	61	51
FGD4	127	50	270	106	54	502	52	27	8	77	92	151	221	36	15	0	70	0	121	99	168
FGD5	204	9	222	77	51	517	90	74	14	67	65	37	228	52	74	0	93	2	167	96	215
FGD5-AS1	169	63	149	158	53	461	77	64	25	75	118	86	340	78	26	0	73	4	191	76	181
FGD5P1	7	0	0	1	0	3	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1
FGD6	84	23	93	79	27	469	76	87	16	78	65	79	354	54	16	2	41	4	120	67	152
FGF1	19	1	44	3	0	9	0	0	0	2	1	2	4	3	1	0	1	0	3	1	5
FGF10	5	1	2	1	2	65	6	8	0	1	3	0	4	0	1	0	2	0	15	19	20
FGF10-AS1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
FGF11	0	0	1	3	1	3	1	0	0	0	0	0	1	0	1	0	0	0	2	1	2
FGF12	1	2	2	3	0	0	0	0	0	1	3	1	6	1	2	0	0	0	0	1	0
FGF12-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF12-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF12-AS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF13	2	2	3	1	8	10	2	3	0	5	0	0	8	1	2	0	2	0	2	3	3
FGF13-AS1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
FGF14	25	4	36	15	7	26	2	5	3	8	5	5	17	1	2	0	10	0	10	5	21
FGF14-AS1	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF14-AS2	2	0	1	0	0	2	0	0	0	0	1	0	6	0	0	0	0	0	2	0	8
FGF14-IT1	8	0	7	2	0	4	5	1	2	0	0	0	0	1	1	0	0	1	1	0	2
FGF16	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF17	2	0	2	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
FGF18	1	1	8	1	0	7	3	1	0	0	0	0	4	2	0	0	1	0	2	0	1
FGF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FGF2	96	9	50	47	23	237	26	9	5	9	4	13	28	11	2	0	7	0	57	15	36
FGF20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGF21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FGF22	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FGF23	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
FGF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF5	0	0	0	1	0	0	0	0	0	2	0	4	0	1	0	0	0	0	0	0	0
FGF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF7	383	107	284	347	149	1041	102	152	31	152	160	196	400	64	3	0	141	2	396	251	350
FGF7P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF7P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF9	5	0	3	0	1	16	0	0	0	0	0	2	10	1	0	0	0	0	1	0	1
FGFBP1	0	0	0	0	0	11	1	0	0	1	0	1	2	0	0	0	10	0	6	2	6
FGFBP2	0	0	2	0	0	7	1	7	1	0	0	0	9	1	0	0	1	0	2	0	0
FGFBP3	1	0	1	4	0	1	0	0	1	0	0	0	5	0	0	0	4	0	4	3	3
FGFR1	407	26	270	300	24	625	115	87	13	86	96	136	241	72	75	0	50	4	254	108	162
FGFR1OP	21	1	10	31	6	54	7	7	3	14	15	13	50	9	11	0	13	2	26	9	19
FGFR1OP2	101	34	230	182	61	508	81	78	13	84	103	120	249	51	17	1	70	2	214	71	214
FGFR1OP2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FGFR2	47	13	9	26	8	46	2	1	2	9	26	25	128	18	6	0	13	4	37	7	27
FGFR3	31	1	3	19	0	15	5	3	0	9	8	9	35	18	7	0	31	2	5	14	40
FGFR3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR3P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR3P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR4	75	1	50	18	2	55	8	9	0	3	1	4	25	4	20	3	5	1	13	2	2
FGFRL1	38	8	57	44	10	86	3	8	2	28	20	39	82	12	6	0	6	0	70	17	26
FGG	35	15	29	14	41	19	3	4	3	0	6	18	15	5	6	1	4	0	30	4	19
FGGY	12	5	6	5	5	18	3	3	0	13	10	17	28	9	13	2	3	1	19	11	25
FGL1	0	0	0	0	0	2	0	0	0	1	0	0	1	2	0	0	0	0	7	0	4
FGL2	40	133	169	36	17	519	32	70	4	132	140	149	368	102	21	0	163	4	383	179	292
FGR	137	36	313	80	47	271	46	49	4	64	41	73	163	74	56	2	73	3	149	45	165
FH	61	19	20	30	10	85	12	8	4	23	24	34	67	19	5	0	14	0	59	16	41
FHAD1	25	0	55	10	0	63	12	5	4	3	8	7	18	17	6	0	13	1	15	30	41
FHDC1	41	10	14	48	5	54	5	13	3	3	12	14	70	21	11	0	10	1	24	18	25
FHIT	8	3	8	10	2	20	5	1	1	5	3	6	29	3	2	0	7	0	12	6	8
FHL1	273	40	380	117	40	512	76	53	10	71	41	38	274	39	76	0	59	2	269	137	179
FHL2	28	4	19	20	2	82	18	3	0	8	16	26	60	6	7	1	8	0	23	13	23
FHL3	23	5	33	21	6	53	2	6	0	9	21	12	50	3	6	0	9	0	9	9	26
FHL5	23	7	33	18	7	65	6	6	2	15	6	5	45	5	2	0	19	1	28	21	51
FHOD1	237	9	139	86	2	137	34	21	6	41	68	41	157	46	53	0	28	0	77	25	109
FHOD3	11	2	5	2	4	17	4	3	0	11	10	5	8	7	1	0	4	0	14	2	10
FHP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FIBCD1	5	0	0	1	1	13	3	0	0	7	1	5	2	0	1	0	0	0	1	0	2
FIBIN	41	0	47	6	9	115	16	4	4	4	3	4	16	3	8	0	6	0	55	26	37
FIBP	43	1	18	30	2	85	5	12	0	15	2	24	74	9	12	0	27	0	35	18	32
FICD	21	1	13	17	3	27	12	4	2	3	4	6	35	3	1	0	3	0	20	1	16
FIG4	40	3	23	27	11	106	15	14	4	18	24	26	141	33	11	0	35	3	54	38	70
FIGF	41	4	20	6	1	50	4	10	0	6	3	4	72	17	6	0	8	0	7	6	18
FIGLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FIGN	21	1	9	14	2	74	7	11	1	8	3	5	20	1	1	0	5	0	24	3	30
FIGNL1	49	2	11	12	8	52	8	6	5	30	12	19	59	7	11	0	8	0	25	5	68
FIGNL2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0
FILIP1	154	19	145	32	35	261	59	55	10	30	24	17	196	44	24	0	33	7	125	76	94
FILIP1L	442	95	297	210	42	1253	140	170	34	126	184	154	470	99	54	0	127	8	339	204	349
FIP1L1	142	37	153	157	43	457	67	52	19	72	85	117	305	72	32	0	106	7	153	90	204
FIRRE	6	0	2	1	0	15	3	1	0	1	0	1	3	6	0	0	2	0	1	0	2
FIS1	117	16	31	39	9	140	25	19	9	19	28	33	143	30	54	1	29	4	69	41	71
FITM1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
FITM2	27	6	23	16	3	20	7	2	1	4	19	14	36	5	18	1	6	8	40	15	27
FIZ1	11	2	6	7	1	23	8	2	0	3	7	1	29	5	10	0	7	1	13	1	10
FJX1	2	1	2	3	2	2	2	0	0	3	0	0	3	1	1	0	0	0	2	4	3
FKBP10	319	31	45	111	32	441	79	56	7	60	65	126	177	28	28	0	68	5	130	79	139
FKBP11	48	7	33	52	1	117	21	19	9	5	26	43	179	25	14	0	24	2	52	29	46
FKBP14	57	8	31	33	12	56	14	9	0	4	17	21	81	11	1	0	8	2	33	13	47
FKBP15	291	70	271	210	76	666	114	118	45	153	105	113	446	112	45	0	154	6	247	147	335
FKBP1A	349	218	338	295	196	713	158	98	32	130	160	144	496	113	103	0	213	19	411	213	413
FKBP1AP2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FKBP1AP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP1B	3	1	4	3	0	20	1	1	0	1	2	10	7	3	2	0	2	1	7	10	6
FKBP1C	0	1	0	1	0	6	0	0	0	0	0	1	2	0	0	0	1	0	0	2	1
FKBP2	75	5	34	24	22	241	17	39	10	46	42	42	182	23	4	0	42	4	77	50	89
FKBP3	41	11	40	27	8	119	8	18	10	33	22	45	99	15	4	0	15	1	58	19	56
FKBP4	250	13	103	416	41	4243	476	634	144	84	72	105	159	28	16	0	60	4	145	71	189
FKBP4P1	0	0	0	0	0	3	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0
FKBP4P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP4P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FKBP4P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKBP5	984	559	1082	1278	354	1277	210	191	45	680	834	797	543	130	207	3	660	25	1126	572	1125
FKBP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FKBP7	32	6	6	12	2	112	6	19	1	12	22	27	46	7	1	0	27	0	22	9	37
FKBP8	442	35	272	170	28	667	176	83	22	138	155	282	604	123	249	13	149	39	268	173	324
FKBP9	221	41	91	85	43	362	49	47	11	57	58	59	271	69	22	0	43	2	159	66	174
FKBP9P1	1	1	0	2	0	1	1	0	0	0	0	0	4	0	0	0	1	0	1	0	2
FKBPL	1	1	0	0	1	8	1	0	0	1	0	1	1	0	0	0	1	1	0	0	4
FKRP	51	2	17	15	4	60	16	3	4	4	9	9	52	15	9	2	8	1	32	4	26
FKSG48	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
FKSG51	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKSG52	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FKSG54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKSG56	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
FKSG59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKSG61	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKSG62	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
FKSG63	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FKSG66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKSG68	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
FKSG70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKTN	50	14	19	43	12	82	7	5	2	23	28	13	56	7	5	1	18	0	35	8	30
FLAD1	44	2	22	14	0	49	15	5	1	12	11	9	52	3	6	0	9	0	38	11	27
FLCN	133	7	105	110	33	184	62	34	8	52	52	57	135	23	47	0	47	4	96	55	95
FLG	14	0	1	2	0	7	5	1	0	3	4	10	3	0	3	1	2	1	3	0	4
FLG-AS1	5	0	0	0	0	1	1	1	0	0	1	3	0	0	2	1	0	0	1	1	1
FLG2	0	0	0	1	1	2	1	0	0	1	2	0	3	1	1	1	0	1	0	1	0
FLI1	102	26	247	82	27	406	51	56	20	78	80	90	385	135	48	6	115	4	209	89	248
FLII	749	56	325	269	37	888	217	108	32	196	209	246	651	135	156	3	202	8	360	163	460
FLJ12825	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0
FLJ13224	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0
FLJ16779	1	0	1	1	0	0	0	0	0	1	10	15	3	1	1	0	0	0	0	1	1
FLJ20019	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0
FLJ20021	2	0	0	2	0	9	0	0	0	0	2	1	5	0	1	0	0	0	1	0	1
FLJ21408	0	0	0	0	1	0	1	0	1	0	0	0	1	2	0	0	0	0	2	0	1
FLJ22447	3	0	1	1	0	8	0	1	0	0	2	3	2	0	0	0	0	0	1	1	2
FLJ22763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ26245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ26850	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FLJ27354	0	0	1	1	1	0	0	0	1	0	1	0	10	1	1	0	0	0	1	2	1
FLJ30679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ31104	0	0	0	0	0	1	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0
FLJ31356	1	0	6	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
FLJ31662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ33360	0	0	0	1	0	2	0	1	0	0	3	0	3	4	2	0	0	0	1	0	2
FLJ33581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ35934	1	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	3
FLJ36000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
FLJ37035	0	2	0	0	0	0	0	1	0	1	0	0	0	5	0	0	1	0	0	2	1
FLJ37453	7	0	4	4	0	29	6	6	0	0	5	17	14	1	4	0	1	0	5	8	0
FLJ37505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ38122	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
FLJ38576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FLJ39080	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FLJ40194	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0
FLJ40288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FLJ41941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
FLJ42102	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
FLJ42393	43	23	58	51	14	38	19	11	1	11	8	5	60	1	6	0	10	0	26	5	12
FLJ42969	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FLJ43681	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FLJ43879	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FLJ44511	0	0	1	0	0	2	0	0	0	2	1	2	1	1	1	0	1	0	0	1	2
FLJ45079	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ46066	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FLJ46284	10	0	6	4	1	3	0	1	0	1	1	1	6	4	1	0	0	0	5	0	1
FLNA	9770	609	4966	2595	455	6581	1423	983	239	1026	1457	1791	5045	1258	1306	31	1583	99	3177	1652	3129
FLNB	817	41	691	542	77	1662	275	261	50	311	295	357	956	188	174	10	253	7	524	245	630
FLNB-AS1	10	0	3	13	2	5	6	1	1	1	1	2	2	1	2	1	3	0	3	0	4
FLNC	437	9	113	148	13	654	140	70	14	40	62	132	115	20	29	0	32	0	71	42	65
FLOT1	438	64	357	256	72	885	213	129	31	194	178	218	508	120	86	3	124	13	329	165	363
FLOT2	162	31	105	129	46	699	164	127	26	71	97	75	276	113	44	0	62	4	153	76	153
FLRT1	4	0	3	2	0	7	1	1	0	0	5	2	6	1	0	0	3	0	2	6	2
FLRT2	49	4	13	9	18	167	14	22	1	13	50	44	54	13	4	3	8	6	57	33	30
FLRT3	28	21	23	11	6	105	32	26	5	35	42	40	68	16	8	0	10	1	43	6	54
FLT1	358	118	914	500	86	2645	563	323	169	175	214	268	419	91	64	4	224	6	361	144	491
FLT1P1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FLT3	11	6	24	2	4	29	1	6	0	3	5	10	3	3	2	0	3	1	3	1	6
FLT3LG	8	0	9	1	0	12	2	5	0	2	2	2	6	0	3	0	2	1	4	1	5
FLT4	112	2	183	53	7	214	53	37	11	41	42	47	155	56	46	0	37	2	43	48	69
FLVCR1	18	2	15	31	1	28	6	6	1	6	9	8	31	12	2	0	2	0	10	6	16
FLVCR1-AS1	1	0	0	0	0	8	0	0	0	0	3	0	5	3	0	0	1	0	0	0	0
FLVCR2	16	32	8	36	2	71	10	16	1	14	20	9	42	7	6	0	14	0	12	3	28
